,NUTR_CONT4,NUTR_CONT2,NUTR_CONT3,DESC_KOR
58332,23.6,73.5,5.3,게리 코코넛 크레커
58333,6.4,85.9,1.2,담라 어소티드 소프트 캔디 2kg
58334,19.6,68.6,4.9,미니 오레오 딸기향 크림 204g
58335,21.7,73.9,4.3,미니 오레오 초콜릿 크림 224.4g
58336,6.0,87.0,1.0,미니얌 믹스 700g
58337,7.1,63.4,3.4,밀크플러스 소프트 딸기 캔디
58338,7.1,63.4,3.4,밀크플러스 소프트 바나나 캔디
58339,7.1,63.4,3.4,밀크플러스 소프트 캔디 밀크
58340,19.5,71.1,6.0,오레오 딸기향 크림 456g
58341,21.0,71.7,4.4,오레오 초콜릿 크림 133g
58342,21.0,71.7,4.4,오레오 초콜릿향 크림
58343,11.1,88.9,0.0,코피코 카푸치노향 캔디
58344,0.0,66.4,4.6,하리보 스타믹스 80g
58345,0.0,58.8,4.2,하리보 웜즈 피즈 70g
58346,0.0,59.1,5.4,하리보 해피콜라 80g
58347,0.0,15.6,2.8,콜라겐 워터젤리1000
58348,1.7,14.0,0.0,큐옴 우리가족 억만장자 만들기
58349,1.7,13.0,2.0,큐옴 우리가족 억만장자 만들기(밀크맛)
58350,1.5,13.0,1.0,큐옴 우리가족 억만장자 만들기(코코아맛)
58351,0.0,0.7,22.0,콜라겐에 쏙 빠지다
58352,0.0,17.0,0.0,레몬 워터젤리
58353,0.0,16.0,0.0,매실 워터젤리
58354,12.0,16.0,0.0,더블업보스웰리아
58355,33.0,50.0,0.0,더 튼튼한 보스웰리아 1000
58356,0.0,41.0,0.0,양배추에 쏙 빠지다
58357,0.0,25.0,0.7,노블 아티초크
58358,0.0,41.0,0.7,프리미엄 아티초크
58359,0.0,55.0,0.0,프리미엄 보스웰리아
58360,33.0,49.0,0.7,트리플 업 보스웰리아
58361,0.6,0.7,27.0,저분자콜라겐300
58362,0.8,14.0,3.0,생활활력 [편] 홍삼품은 아미노산 PRO
58363,0.0,50.0,0.0,시그니처 애플사이다비니거
58364,1.4,41.0,0.7,낙산균에 쏙 빠지다
58365,0.0,12.0,0.0,청포도 에이드
58366,0.0,12.0,0.0,오렌지를 사랑한 망고
58367,0.0,5.0,0.0,매일매일 가벼운 습관 유기농 바나나파인애플
58368,0.0,7.0,0.0,매일매일 가벼운 습관 유기농 오렌지망고
58369,0.0,9.0,1.0,품격있는 아로니아
58370,0.0,7.0,0.7,품격있는 유기농 레드비트즙
58371,0.0,5.0,0.7,순수한 유기농 레드비트즙
58372,0.0,1.2,0.2,쿡아일랜드 발효노니
58373,0.0,4.1,0.1,하루타트체리32
58374,0.0,17.0,0.0,딥 타트체리
58375,0.0,13.0,0.0,품격있는 아사이베리
58376,0.0,15.0,0.0,애플트리 순(純) 도라지배즙과 산삼배양근
58377,0.0,11.0,0.0,일일건강 유기농 석류즙 100
58378,0.0,10.4,0.0,베리석류진액골드유기농석류즙100
58379,0.0,8.7,0.0,품격있는 유기농 석류즙
58380,0.0,9.0,0.0,네이처 타트체리 100
58381,0.0,8.0,0.0,뉴트리벨 NFC 타트체리 100%
58382,0.0,5.0,0.0,몽모랑시 타트체리농축액 100
58383,0.0,1.0,0.0,하와이안 유기농 노니원액
58384,0.0,1.0,0.0,베네팜 발효노니
58385,0.0,1.5,0.0,후레쉬 노니
58386,0.0,2.2,0.0,연세백세 석류
58387,0.0,2.0,0.0,연세백세 레드비트
58388,0.0,0.3,0.0,한 포에 다 담은 진(眞)한 노니
58389,0.0,8.0,0.0,엔바이탈 예쁜빨강석류100
58390,0.0,3.0,6.0,리뉴콜라겐
58391,0.0,3.4,4.2,노워리즈 L-아르지닌 플러스
58392,0.0,4.0,4.0,바이탈플랜트 에스아르긴(VitalPlant S argin)
58393,0.0,16.0,0.0,힙스포도당멀티아미노
58394,0.1,4.2,3.5,리네젠
58395,0.0,12.0,0.0,리치에이드
58396,0.0,5.0,3.5,불꽃언니리턴즈 불꽃 데일리 부스터 [L아르지닌]
58397,0.0,4.0,3.0,미친부스터
58398,0.0,3.0,7.0,닥터스픽
58399,0.0,20.0,0.0,굿브라더스 링퀴드 부스트
58400,0.0,19.0,0.0,굿브라더스 링퀴드 포도당
58401,0.0,5.0,0.0,더자연스런 깔라만시 플러스
58402,0.0,6.5,2.5,부팅(Booting)
58403,0.0,19.3,2.4,생활활력 [편] 홍삼품은 아미노산
58404,0.0,7.0,2.0,슈퍼아르기닌3000
58405,0.0,4.0,4.0,아르기나3800 블랙
58406,0.0,4.0,5.0,아르맨(ARMAN)
58407,0.0,7.7,0.8,아름수 프리미엄
58408,0.0,9.0,0.0,아이맥큐
58409,0.0,2.0,6.0,액티브 아르기닌 3000
58410,0.0,13.0,0.0,엄마가 선택한 배도라지모과
58411,0.0,1.0,0.0,연세백세 마카·헛개
58412,0.0,2.0,0.0,연세백세 배·도라지
58413,0.0,2.0,0.0,연세백세 자색 양배추
58414,3.2,0.7,0.0,올리브잎 올데이 리퀴드
58415,0.0,2.0,10.0,울트라아르기닌5000
58416,0.0,6.5,0.2,위(衛)애플러스
58417,0.0,4.0,0.0,유한m 뷰티-씨
58418,0.0,7.0,0.0,이유배도라지
58419,0.0,23.0,0.0,이유있는 콤부차
58420,0.0,6.0,0.0,일동발효노니플러스
58421,0.0,4.0,4.0,잇츠 부스터
58422,0.0,1.4,7.0,잇츠 아르기닌
58423,0.0,4.0,2.0,저분자 캡쳐 콜라겐 CAPTURE COLLAGEN
58424,0.0,1.4,8.2,제이엠아르기닌4000
58425,0.0,4.0,0.0,주대리
58426,0.0,5.0,4.0,컨트롤V
58427,0.0,4.9,9.5,콜라겐7000
58428,0.0,13.0,1.0,키토마인드
58429,0.0,8.0,0.0,키토바이탈골드
58430,0.0,2.0,4.0,포유랩 트리플에스 SSS 프로에너징
58431,2.0,55.0,8.0,본아트 구미젤리 베어
58432,0.0,61.0,5.0,본아트 구미젤리 사우어웜&피치링
58433,2.0,55.0,8.0,본아트 구미젤리 콜라향
58434,0.6,23.0,0.4,탐앤탐스 깔라만시드링크
58435,0.0,26.0,0.0,유어스 ABC에이드
58436,0.0,68.0,0.0,캐모마일 릴렉스
58437,0.0,12.0,0.7,리얼타트체리즙
58438,0.0,12.0,0.0,리얼석류즙
58439,0.0,18.0,0.0,베리베리에이드
58440,0.0,28.0,0.7,꿀배에이드
58441,0.0,28.0,0.0,블루레몬 에이드
58442,0.0,21.0,0.0,리치망고스틴에이드
58443,0.0,22.0,0.0,BG 딸기에이드
58444,0.0,23.0,0.0,BG 복숭아아이스티
58445,0.0,21.0,0.0,BG 청포도에이드
58446,0.0,26.0,0.0,BG 망고에이드
58447,0.0,22.0,0.0,BG 블루레몬에이드
58448,0.0,26.0,0.0,꿀유자에이드
58449,0.0,28.0,0.0,민생 복숭아에이드
58450,0.0,20.0,0.0,오렌지라임에이드
58451,0.0,26.0,0.7,유어스 망고머스캣에이드
58452,0.0,22.0,0.0,유어스 복숭아아이스티
58453,0.0,32.0,0.7,유어스 블랙레몬에이드
58454,0.0,21.0,0.0,유어스 블루레몬에이드
58455,0.0,16.0,0.0,유어스 블루베리에이드
58456,0.0,32.0,0.0,유어스 수박에이드
58457,0.0,21.0,0.0,유어스 자몽에이드
58458,0.0,21.0,0.0,유어스 청포도에이드
58459,0.0,23.0,0.0,유어스 타트체리에이드
58460,0.0,22.0,0.0,자몽에이드
58461,0.0,32.0,1.0,제비표에이드 레몬
58462,0.0,35.0,1.0,제비표에이드 복숭아
58463,0.0,33.0,1.0,제비표에이드 애플그린
58464,0.0,35.0,0.0,청포도에이드
58465,0.0,23.0,0.0,탐앤탐스 복숭아아이스티
58466,6.0,0.0,6.0,교촌 고르곤졸라 치즈볼
58467,7.0,30.0,10.0,롤스틱 치즈
58468,4.8,27.0,8.0,롤피자스틱 불고기
58469,3.2,34.0,7.0,롤피자스틱 불닭
58470,7.0,28.0,9.0,롤피자스틱 콤비네이션
58471,11.0,48.0,8.0,베이크볼 치즈몽땅
58472,8.0,34.0,11.0,빅이지포켓 콤비네이션&치즈피자
58473,7.0,28.0,8.0,빅이지포켓 콤비네이션치즈피자
58474,6.0,26.0,11.0,이지포켓 불고기&치즈피자
58475,7.0,28.0,8.0,이지포켓 콤비네이션&치즈피자
58476,16.0,43.0,6.0,퀴진 오븐에 구운 모짜렐라 치즈볼
58477,3.0,29.0,8.0,한입롤피자 불닭
58478,6.0,26.0,10.0,한입롤피자 콤비네이션
58479,6.0,30.0,9.0,오픈탑피자 고르곤졸라
58480,6.0,22.0,10.0,오픈탑피자 콤비네이션
58481,6.0,30.0,8.0,한입피자 고구마치즈
58482,6.0,30.0,9.0,한입피자 고르곤졸라
58483,5.0,28.0,9.0,한입피자 불고기&떡갈비
58484,6.0,22.0,10.0,한입피자 콤비네이션
58485,5.0,12.0,2.0,맥콜스 바닐라맛 아이스크림
58486,0.9,22.0,1.0,크리스탈 크리머리 레인보우샤베트
58487,8.0,15.0,3.0,크리스탈 크리머리 민트초코칩 아이스크림
58488,8.0,16.0,3.0,크리스탈 크리머리 쿠키앤크림 아이스크림
58489,10.0,17.0,2.0,황치즈쿠키
58490,8.0,19.0,2.0,코코넛전병
58491,11.0,17.0,2.0,초코칩쿠키
58492,6.0,20.0,3.0,아몬드쿠키
58493,10.0,17.0,2.0,만델쇼콜라
58494,9.0,19.0,2.0,마블링쿠키
58495,5.0,21.0,4.0,고흥유자빵
58496,8.0,31.0,4.0,마왕파이
58497,7.0,15.0,2.0,무등산빵(무등산수박)
58498,5.0,19.0,2.0,무등산빵(서석대)
58499,4.0,18.0,2.0,무등산빵(호랑이)
58500,2.5,84.8,7.5,클래식초코파우더
58501,2.5,84.8,7.5,초코민트파우더
58502,3.2,22.0,4.0,달콤단백 베리 베이글칩
58503,3.1,22.0,4.0,단짠단백 갈릭 베이글칩
58504,1.4,22.0,4.0,고소단백 플레인 베이글칩
58505,1.7,58.0,8.0,녹차베이글
58506,2.5,64.0,10.0,블루베리베이글
58507,2.1,56.0,8.0,초코컬러베이글
58508,3.2,54.0,9.0,치즈컬러베이글
58509,2.1,56.0,8.0,크랜베리컬러베이글
58510,5.7,28.5,2.4,112383 애플타르트
58511,279.0,471.0,54.0,113553 초코 케이크
58512,260.0,470.0,56.0,113553 초코 케이크
58513,14.0,42.0,5.2,116183 배&아몬드 타르트
58514,120.0,277.5,39.7,135483 코코넛 타르트
58515,120.0,277.5,39.7,135483 코코넛타르트
58516,50.0,285.0,28.0,168283 애플타르트 16컷
58517,113.0,308.0,47.0,168383 코코넛 타르트 16컷
58518,15.2,46.7,5.8,18491 미니 데니쉬 3종
58519,23.8,44.8,6.7,27056 미니 도넛 초코 헤이즐넛
58520,22.0,49.0,8.0,27236 버터 팡 오 레장 델리프랑스 헤리티지
58521,24.0,40.0,9.0,27863 미니 크로아상
58522,15.0,42.0,7.0,27865 미니 팡 오 레장
58523,25.0,34.0,6.0,27959 트리플 초콜릿 크로캉
58524,13.3,30.2,4.2,티라미수 케익
58525,4.9,54.0,5.3,글루텐프리 브리드롤
58526,11.0,30.0,4.0,망고 패션 죠꽁드 케익
58527,20.0,31.0,3.0,7871 미니초코케익
58528,0.9,56.0,9.0,S0695 화이트 하프 바게트
58529,30.0,37.5,4.8,S0856 시나몬 데니쉬
58530,2.4,130.0,25.0,S0961 카레 러스틱
58531,17.0,38.0,6.0,S2124 커스터드 필링 미니 도넛
58532,21.4,42.0,6.8,S5056 미니 플레인 도넛
58533,23.0,35.0,4.0,S5295 미니 쇼숑 뽐므
58534,3.8,50.0,11.0,S6566 미니 시리얼 라운드
58535,3.5,73.0,11.48,S8613 치아바타 세몰리나 토핑
58536,17.0,35.0,3.0,S8775 쇼숑 뽐므
58537,11.0,29.0,8.0,S8885 피자 페스츄리
58538,32.0,52.0,4.0,가나슈 까시스
58539,18.0,61.0,4.8,가나슈 바닐
58540,15.0,26.0,8.5,그린티 스폰지 케익 시트
58541,0.0,32.0,0.0,원더팜 그린티
58542,0.0,3.0,0.0,원더팜 버드네스트음료
58543,0.0,19.0,0.0,원더팜 코코넛워터
58544,0.0,26.0,0.0,코지 금귤허니음료
58545,0.0,24.0,0.0,코지 리치음료
58546,0.0,26.0,0.0,코지 피치 레몬그라스 음료
58547,22.5,40.0,6.0,sweet hug 바삭쫀득 치즈볼
58548,8.0,46.0,7.0,sweet hug 호떡 도넛빵
58549,21.0,48.0,6.7,곰곰 글레이즈드 도넛
58550,13.3,48.0,5.0,곰곰 딸기 필링 미니도넛
58551,16.0,46.0,4.6,곰곰 바바리안 필링 미니도넛
58552,15.1,47.0,5.0,곰곰 블루베리 필링 미니도넛
58553,3.6,11.0,1.0,딸기크런치도넛
58554,6.0,10.0,0.7,딸기향링도넛
58555,5.1,10.0,1.0,딸기화이트도넛
58556,6.0,10.0,0.7,메이플링도넛
58557,6.0,13.0,2.0,모짜 치즈 찰볼 완제
58558,61.0,130.0,22.0,모짜치즈볼
58559,56.0,117.0,23.0,모짜통통치즈볼
58560,10.0,23.0,4.0,소프트초코후로스트 냉동도너츠
58561,8.0,29.0,3.0,슈가딸기 냉동도너츠
58562,8.0,27.0,3.0,슈가바바리안
58563,3.8,11.0,1.0,스윗화이트도넛
58564,7.0,9.0,0.7,초코링도넛
58565,3.5,12.0,1.0,초코치즈찰볼
58566,5.1,10.0,1.0,초코크런치도넛
58567,4.5,10.0,1.0,초코화이트도넛
58568,27.0,40.0,5.0,쵸코케익홀 냉동도너츠
58569,3.3,13.0,1.0,치즈찰볼
58570,48.0,133.0,11.0,크리스피 치즈 쫀득볼
58571,28.0,55.0,10.0,하림 모짜렐라 치즈볼
58572,4.9,9.0,4.0,하림 용가리 치즈볼
58573,0.0,0.0,7.0,핫찰도그 오리지날
58574,7.0,9.0,0.7,화이트 레인보우 미니링
58575,45.0,189.0,11.0,크리스피 단팥 쫀득볼
58576,0.0,17.0,0.0,Energy 골드 카페인
58577,0.0,14.0,0.0,마시는 비타할로
58578,0.0,12.0,0.0,베아-큐
58579,0.0,7.0,0.0,네버다이 247
58580,0.0,12.0,0.0,6년근 홍삼골드
58581,0.0,13.0,0.0,녹용보
58582,0.0,8.0,2.0,마시는 콜라겐
58583,0.0,12.0,0.0,메가센파워
58584,0.0,12.0,1.0,마시는 콜라겐 1000
58585,0.0,9.0,1.5,닥터콜라겐
58586,0.0,17.0,0.0,메가비타 3000
58587,0.0,21.0,2.0,마시는 콜라겐 5000
58588,0.0,10.0,0.0,노니메이트
58589,0.0,13.0,0.0,보고복분자
58590,0.0,10.0,0.0,보고블루베리
58591,0.0,17.0,0.0,비타C 1500
58592,0.0,18.0,0.0,비타바란스
58593,0.0,15.0,0.4,삼성헛개모닝
58594,0.0,14.0,0.0,상큼한 비타민 레모나
58595,0.0,2.0,0.0,상큼한 비타민 레모나BB
58596,0.0,16.0,0.0,생강쌍화골드
58597,0.0,15.0,0.0,생기엔 비타C 2000
58598,0.0,7.0,0.0,생기엔 활력진
58599,0.0,13.0,0.0,생생톤UP
58600,0.0,12.0,0.0,석류
58601,0.0,14.0,0.0,스트롱비타씨
58602,0.0,12.0,0.0,쌍화골드
58603,0.0,15.0,0.0,아미노-B
58604,0.0,14.0,0.0,아미-큐
58605,0.0,9.0,3.0,알톡스
58606,0.0,13.0,0.0,엑스솔루션
58607,0.0,14.0,0.0,영진비타포신
58608,0.0,14.0,0.0,우루에스
58609,0.9,10.0,0.0,울금500
58610,0.0,19.0,0.0,일화 홍삼디
58611,0.0,12.0,0.0,일화진황보
58612,0.0,12.0,0.0,眞(진)홍삼원
58613,0.0,12.0,0.0,진쌍화골드
58614,0.0,14.0,0.0,천상보
58615,0.0,7.0,0.0,침향보감
58616,0.0,13.0,0.0,통청수
58617,0.0,13.0,0.0,파워비타씨
58618,0.0,15.0,0.0,파워젠
58619,0.0,11.0,0.0,한미 진황
58620,0.0,9.0,0.0,한미 헛개모닝해피타임
58621,0.0,13.0,0.0,헛개칸
58622,0.0,13.0,0.0,헛개후레쉬
58623,0.0,13.0,0.0,황제골드
58624,17.0,28.0,5.88,27234 버터 크로와상 델리프랑스 헤리티지
58625,18.0,32.0,6.0,27235 버터 팡 쇼콜라 델리프랑스 헤리티지
58626,10.0,16.0,3.0,헤이즐넛 코코넛
58627,8.0,19.0,2.0,월넛 네쥬 쿠키
58628,8.0,19.0,2.0,쇼콜라코코넛
58629,8.0,18.0,3.0,쇼콜라 프로겐트
58630,7.0,20.0,2.0,발로나 오트밀
58631,15.0,22.0,4.0,(특)롤케이크세트
58632,10.0,43.0,11.0,검정쌀카스텔라
58633,28.0,13.0,5.0,뉴욕치즈케이크
58634,16.0,34.0,4.0,발로나 초코 크럼블 머핀
58635,17.0,21.0,4.0,발로나초코롤
58636,15.0,33.0,4.0,블루베리 크럼블 머핀
58637,10.0,51.0,4.0,카스테라
58638,13.0,40.0,4.0,피칸파이
58639,14.0,19.0,5.0,화이트롤
58640,13.0,74.0,7.0,갈레트 노르망디
58641,20.0,67.0,7.5,갈레트 사라센
58642,0.0,39.05,0.0,갈바니나 유기농 레몬
58643,0.0,39.05,0.0,갈바니나 유기농 만다리노
58644,0.0,39.05,0.0,갈바니나 유기농 블러드오렌지
58645,0.0,35.5,0.0,갈바니나 유기농 블러드오렌지 블랙캐롯 블루베리
58646,0.0,42.6,0.0,갈바니나 유기농 오렌지
58647,0.0,35.5,0.0,갈바니나 유기농 자몽
58648,0.0,33.7,0.0,갈바니나 유기농 콜라
58649,3.0,81.5,7.0,라이스 크리스피스 엘 카카오
58650,2.2,91.7,1.2,밀크 허니 캔디
58651,28.0,61.0,6.0,보노미 스폴리아띠네 글라사떼(200g)
58652,67.0,110.0,13.0,보노미 스폴리아띠네 쥬케라떼(200g)
58653,4.0,34.0,3.1,보노미 티라미스 키트
58654,10.0,77.0,7.3,본조이 미니 초콜릿
58655,9.3,72.0,7.4,본조이 미니 클래식
58656,3.8,77.0,8.5,사보이아르디
58657,19.0,69.0,7.0,사브레 델 아바예
58658,15.6,62.6,12.5,아몬드쿠키
58659,9.9,74.3,8.4,초콜릿 쿠키
58660,5.9,73.0,8.0,크랜베리 쿠키
58661,21.0,67.0,7.0,파인 갈레트
58662,0.0,94.2,0.0,허니 필드 캔디 (135g)
58663,0.0,360.0,0.0,마우스 캔디(390g)
58664,7.0,44.0,9.3,THE 치즈볼 체다모짜맛
58665,2.2,13.0,3.0,식자재왕 체다모짜치즈볼
58666,2.8,13.0,2.0,식자재왕크림치즈볼
58667,7.0,45.0,7.0,찰치즈볼
58668,0.03,2.19,0.7,순수 양배추브로콜리즙
58669,0.0,9.0,0.0,순수 석류즙
58670,0.03,1.61,0.7,순수 노니즙
58671,17.0,17.0,4.0,심플 82
58672,14.0,22.0,3.0,심플 62
58673,15.0,20.0,3.0,심플 72
58674,15.0,12.0,4.0,무화당 사차인치 초콜릿
58675,32.0,32.0,5.0,헤이즐넛 소프트 초콜릿
58676,18.0,29.0,3.0,직접로스팅한 카카오닙스 화이트초콜릿
58677,26.0,50.0,5.0,화이트마카다미아
58678,27.0,47.0,8.0,카카오 곰 쿠키
58679,30.0,58.0,8.0,아몬드펭귄쿠키
58680,30.0,48.0,5.0,샤브레크랜베리
58681,29.0,56.0,7.0,샤브레초코
58682,30.0,46.0,5.0,비엔나플레인
58683,29.0,48.0,5.0,비엔나커피
58684,31.0,41.0,7.0,비엔나카카오
58685,31.0,43.0,5.0,비엔나그린티
58686,29.0,52.0,7.0,레몬사자쿠키
58687,28.0,125.0,20.0,굿모닝
58688,19.0,78.0,26.0,다섯가지 치즈바게트
58689,7.0,24.0,18.0,단호박단백질빵
58690,8.0,21.0,15.0,당근단백질빵
58691,16.0,126.0,22.0,론도
58692,21.0,97.0,16.0,모닝빵
58693,30.0,88.0,16.0,블랙라바
58694,25.0,4.0,5.0,블론디 그린티
58695,26.0,3.0,5.0,블론디 스피니치
58696,24.0,3.0,7.0,블론디 카카오
58697,22.0,10.0,5.0,블론디 토마토
58698,23.0,3.0,4.0,블론디 펌킨
58699,25.0,4.0,6.0,블론디 흑임자
58700,42.0,242.0,53.0,순우유식빵
58701,4.9,70.0,12.0,올리브치아바타
58702,20.0,177.0,31.0,잡곡식빵
58703,19.0,205.0,29.0,촉촉우유식빵
58704,14.0,93.0,23.0,치즈바게트
58705,8.0,28.0,19.0,카카오단백질빵
58706,19.0,127.0,23.0,크랜베리아몬드
58707,31.3,7.9,23.0,키플레즐
58708,6.0,29.0,17.0,프레드 촉촉한 녹차
58709,8.0,25.0,18.0,프레드 촉촉한 단호박
58710,8.0,20.0,15.0,프레드 촉촉한 당근
58711,8.0,22.0,17.0,프레드 촉촉한 모카
58712,7.0,25.0,18.0,프레드 촉촉한 쑥
58713,7.0,22.0,18.0,프레드 촉촉한 얼그레이
58714,7.0,25.0,16.0,프레드 촉촉한 옥수수
58715,9.0,28.0,18.0,프레드 촉촉한 카카오
58716,8.0,25.0,18.0,프레드촉촉한단호박
58717,8.0,20.0,15.0,프레드촉촉한당근
58718,8.0,22.0,17.0,프레드촉촉한모카
58719,9.0,28.0,18.0,프레드촉촉한카카오
58720,8.0,142.0,26.0,프로틴플러스 북유럽잡곡빵
58721,0.0,66.0,14.0,프로틴플러스 브리첼
58722,14.0,90.0,38.0,프로틴플러스 크랜베리깜빠뉴
58723,28.0,187.0,56.0,프로틴플러스두유두부식빵
58724,35.0,234.0,61.0,프로틴플러스우유식빵
58725,14.0,90.0,38.0,프로틴플러스크렌베리깜바뉴
58726,96.0,221.0,34.0,하이프로틴무화과파운드
58727,96.0,221.0,34.0,하이프로틴무화과파운드
58728,7.0,36.0,9.0,호두단팥빵
58729,33.3,54.6,8.3,삼청동 에그롤 카카오
58730,33.1,56.5,7.8,삼청동 에그롤 오리지널
58731,27.3,58.1,11.0,삼청동 에그롤 녹차
58732,25.3,62.4,6.1,삼청동 소샌드 흑임자
58733,25.3,63.6,6.0,삼청동 소샌드 커피
58734,25.5,61.6,6.5,삼청동 소샌드 오리지널
58735,13.8,54.6,8.6,고추냉이 품은 스낵(순한맛)
58736,13.8,54.6,8.6,고추냉이 품은 스낵(매운맛)
58737,11.0,27.0,4.0,두부티라미수 오리지널
58738,11.0,30.0,4.0,두부티라미수 인절미
58739,12.0,26.0,5.0,두부티라미수 흑임자
58740,11.0,19.0,8.0,떠먹는 눈꽃치즈 감자팬피자 베이컨
58741,11.0,19.0,8.0,떠먹는 모짜렐라 감자팬피자 베이컨
58742,13.0,23.0,15.0,마또네 포크 앤 치킨 팬피자
58743,7.0,12.0,0.0,초코펜 다크1
58744,4.0,39.0,7.0,반미바게트
58745,2.6,33.0,7.0,보리롤
58746,4.0,39.0,7.0,소프트바게트
58747,3.0,48.0,12.0,잡곡호기
58748,3.0,48.0,12.0,포카치아
58749,4.0,39.0,7.0,호기먹물빵
58750,4.0,39.0,7.0,호기빵
58751,2.6,33.0,7.0,화이트롤
58752,0.0,40.2,0.0,화이트치아바타
58753,19.0,39.0,7.0,노티드이즈니AOP버터식빵
58754,7.0,52.0,8.0,버터롤
58755,13.0,43.0,5.0,녹차스콘
58756,13.0,43.0,5.0,녹차스콘(냉동)
58757,4.4,75.0,12.1,로즈마리감자포카치아
58758,5.9,70.0,11.0,로즈마리감자포카치아(냉동)
58759,8.0,165.0,28.0,바게트
58760,29.0,91.0,18.0,바게트샌드위치
58761,22.0,68.0,24.0,바게트샌드위치(냉동)
58762,12.0,56.0,13.0,바질크런치
58763,12.0,56.0,13.0,바질크런치(냉동)
58764,2.2,122.0,32.0,쌀바게트
58765,2.2,122.0,32.0,쌀바게트(냉동)
58766,14.0,41.0,4.0,치즈스콘
58767,14.0,41.0,4.0,치즈스콘(냉동)
58768,41.0,118.0,20.0,파치즈푸가스
58769,41.0,118.0,20.0,파치즈푸가스(냉동)
58770,14.0,39.0,5.4,플레인스콘(냉동)
58771,17.0,46.0,19.0,고르곤졸라메트로피자
58772,8.0,41.0,19.0,고르곤졸라피자
58773,12.0,45.0,30.0,미트불고기피자
58774,8.0,41.0,19.0,불고기씬피자
58775,8.0,39.0,15.0,블루 고르곤졸라피자
58776,14.0,40.0,15.0,슈퍼슈프림메트로피자
58777,14.0,39.0,15.0,콤비네이션씬피자
58778,11.0,42.0,17.0,파불고기메트로피자
58779,16.0,36.0,19.0,페파로니메트로피자
58780,7.0,9.0,6.0,올바른우유
58781,1.4,13.0,2.3,체리딸기라떼
58782,18.0,23.0,15.0,내추럴플랜 클래식
58783,8.0,10.0,6.0,우유2U 오리지널
58784,6.0,26.0,6.0,내추럴플랜 초코 우유
58785,20.0,15.0,2.0,달밤라떼
58786,5.0,25.0,6.0,딸바라떼
58787,7.0,32.0,9.0,내추럴플랜 연남방앗간 참깨라떼
58788,6.9,27.0,8.0,내추럴플랜 연남방앗간 딸기라떼
58789,4.7,39.0,5.0,달고나라떼
58790,3.2,18.0,5.0,바나나라떼
58791,7.0,24.0,6.0,내추럴플랜 바나나우유
58792,5.0,25.0,6.0,내추럴플랜 딸기우유
58793,7.0,9.0,6.0,키드우유
58794,7.0,9.0,6.0,내추럴플랜 키즈
58795,3.6,10.0,6.0,내추럴플랜 클래식 저지방
58796,6.0,27.0,17.0,내추럴플랜 검은콩
58797,3.9,19.0,5.0,딸기라떼
58798,2.7,21.0,5.0,초코라떼
58799,3.5,16.0,10.0,검은콩 시리얼 우유
58800,8.0,10.0,6.0,우유2U 웰바디
58801,7.0,9.0,6.0,우유2U 뼈건강 오메가3
58802,8.0,10.0,6.0,소화가 잘 되는 유산균우유
58803,4.3,33.0,7.0,미숫가루우유
58804,6.0,44.0,6.0,알밤라떼
58805,5.0,15.0,2.0,얼려먹으니 더 좋은 초코우유
58806,5.0,14.0,2.0,얼려먹으니 더 좋은 바나나우유
58807,5.0,15.0,2.0,얼려먹으니 더 좋은 수박우유
58808,0.0,8.0,1.0,비락 모닝닥터요구르트
58809,0.0,6.0,1.0,모닝닥터 라이트
58810,0.0,8.0,1.0,신선도원 요구르트
58811,0.0,6.0,1.0,온리프라이스 요구르트 라이트
58812,2.7,19.0,4.0,짜먹는 슈퍼100 후레쉬딸기
58813,2.4,18.0,4.0,짜먹는 슈퍼100 소프트요거
58814,4.5,21.0,4.0,얼려먹는 슈퍼100 후레쉬딸기
58815,4.5,24.0,4.0,얼려먹는 슈퍼100 소프트요거
58816,0.0,33.0,2.0,오늘의야채 오리지널
58817,0.0,24.0,2.0,하루야채 퍼플
58818,0.0,23.0,2.0,하루야채 오리지널
58819,0.0,19.0,2.0,"100% 유기농 야채농장 유기농 과일,야채"
58820,0.0,19.0,2.0,유기농 야채사랑 365
58821,0.5,26.0,1.0,야채밸런스 뷰티퍼플
58822,0.5,24.0,1.0,야채밸런스 퓨어레드
58823,0.0,24.0,1.0,하루야채 뿌리채소
58824,0.0,26.0,0.7,유기농 야채사랑365 에이비씨주스
58825,0.9,16.0,0.5,덴마크 하루이팜
58826,0.0,28.0,0.0,유기농 포도와야채 365
58827,0.0,2.0,0.0,100% 유기농 야채농장 ABC
58828,0.0,22.0,0.0,하루야채 비타민·철분
58829,0.0,19.0,0.0,마이포켓 100% 유기농 포도
58830,0.0,16.0,0.0,erom 유기농ABC주스
58831,0.0,15.0,0.0,유기농 에이비씨 주스
58832,0.0,17.0,0.0,타트체리 한컵
58833,0.0,12.0,0.0,하루야채 타요
58834,0.0,12.0,0.0,하루야채 뽀로로
58835,0.0,11.0,0.0,비락 유기농 포도와 야채
58836,0.8,18.0,18.0,하루식단 그레인
58837,0.0,12.0,0.0,아이밀 건강한 아이사랑 주스 배도라지
58838,0.0,12.0,0.0,아이밀 건강한 아이사랑 주스 매실사과
58839,0.0,11.0,0.0,아이밀 건강한 아이사랑 주스 프룬사과
58840,0.0,22.0,0.0,페이퍼 보트 석류 드링크
