,DESC_KOR,NN,category
88655,"느타리버섯, 생것",nan,0
88656,"느타리버섯, 데친것",데친,0
88657,"느타리버섯, 노랑느타리버섯, 생것",노랑,0
88658,"느타리버섯, 분홍느타리버섯, 생것",분홍,0
88659,"느타리버섯, 여름느타리버섯, 생것",nan,0
88660,"느타리버섯, 참타리버섯, 생것",리,108
88661,"느타리버섯, 참타리버섯, 데친것",리,108
88662,"느타리버섯, 청느타리버섯, 생것",nan,0
88663,"느티만가닥버섯, 생것",만,0
88664,"느티만가닥버섯, 데친것",만,0
88665,"능이버섯(향버섯), 생것",능이버섯,0
88666,"동충하초, 누에동충하초, 말린것",동충하초,0
88667,"만가닥버섯, 생것",버섯,100
88668,"목이버섯, 생것",목이,0
88669,"목이버섯, 말린것",목이,0
88670,"목이버섯, 데친것",목이,0
88671,"밤버섯, 생것",버섯,100
88672,"버들송이버섯, 생것",송이,0
88673,"버들송이버섯, 갓, 말린것",송이,0
88674,"버들송이버섯, 줄기, 말린것",송이,0
88675,"뽕나무버섯, 야생, 갓, 말린것",뽕나무,0
88676,"뽕나무버섯, 야생, 줄기, 말린것",뽕나무,0
88677,"뽕나무버섯, 재배, 갓, 말린것",뽕나무,0
88678,"뽕나무버섯, 재배, 줄기, 말린것",뽕나무,0
88679,"상황버섯, 말린것",상황버섯,0
88680,"석이버섯, 말린것",석이,0
88681,"송이버섯, 생것",송이,0
88682,"송이버섯, 데친것",송이,0
88683,"싸리버섯, 생것",싸리,0
88684,"싸리버섯, 말린것",싸리,0
88685,"아위버섯, 생것",아위,0
88686,"애느타리버섯, 생것",nan,0
88687,"양송이버섯, 생것",양송이,239
88688,"양송이버섯, 가루",양송이,239
88689,"양송이버섯, 데친것",양송이,239
88690,"양송이버섯, 통조림",양송이,239
88691,"영지버섯, 말린것",영지,0
88692,"율무느타리버섯, 생것",율무,0
88693,"잎새버섯, 생것",잎새버섯,0
88694,"잣버섯, 말린것",버섯,100
88695,"큰느타리버섯(새송이버섯), 생것",느타리,0
88696,"큰느타리버섯(새송이버섯), 가루",느타리,0
88697,"큰느타리버섯(새송이버섯), 데친것",느타리,0
88698,"큰양송이버섯, 생것",양송이,239
88699,"팽이버섯, 생것",팽이버섯,0
88700,"팽이버섯, 데친것",팽이버섯,0
88701,"포타벨라, 생것",벨라,0
88702,"표고버섯, 참나무재배, 말린것, 삶은것",nan,0
88703,"표고버섯, 가루",가루,0
88704,"표고버섯, 배지재배, 갓, 생것",배지,0
88705,"표고버섯, 배지재배, 갓, 말린것",배지,0
88706,"표고버섯, 배지재배, 갓, 말린것, 삶은것",배지,0
88707,"표고버섯, 배지재배, 갓, 데친것",배지,0
88708,"표고버섯, 배지재배, 대, 생것",배지,0
88709,"표고버섯, 배지재배, 대, 말린것",배지,0
88710,"표고버섯, 배지재배, 대, 말린것, 삶은것",배지,0
88711,"표고버섯, 배지재배, 대, 데친것",배지,0
88712,"표고버섯, 참나무재배, 생것",nan,0
88713,"표고버섯, 참나무재배, 데친것",데친,0
88714,"표고버섯, 참나무재배, 말린것",nan,0
88715,"풀버섯, 생것",버섯,100
88716,"흰깔때기버섯, 생것",깔때기,0
88717,"감, 탈삽, 생것",nan,0
88718,"감, 단감, 생것",nan,0
88719,"감, 대봉(갑주백묵), 생것",대봉,0
88720,"감, 둥시, 생것",nan,0
88721,"감, 둥시, 말린것",nan,0
88722,"감, 연시, 생것",nan,0
88723,"감, 연시, 냉동",nan,0
88724,"감, 잼, 단감",nan,0
88725,감 주스,주스,65
88726,"감말랭이, 말린것",nan,0
88727,"곶감, 말린것",곶감,0
88728,"구기자, 열매, 재래종, 생것",열매,0
88729,"구아바, 생것",구아바,0
88730,"구아바, 넥타, 과육 20%",구아바,0
88731,"구아바 주스, 과즙 음료(10%)",구아바,0
88732,"구즈베리, 생것",구즈,0
88733,"귤, 통조림",통조림,0
88734,"귤, 만감류, 한라봉, 생것",nan,0
88735,"귤, 온주밀감, 생것",주,0
88736,"귤, 만감류, 천혜향, 생것",nan,0
88737,"귤, 잼",nan,0
88738,"귤 주스, 천연과즙",주스,65
88739,"귤 주스, 무가당",주스,65
88740,"귤 주스, 무가당, 캔",주스,65
88741,"금귤, 생것",금귤,0
88742,"꾸지뽕, 열매, 생것",열매,0
88743,"다래, 생것",다래,0
88744,"대추, 생것",nan,0
88745,"대추, 말린것",nan,0
88746,"대추야자, 말린것",대추야자,0
88747,"두리안, 생것",두리안,0
88748,"딸기, 개량종, 생것",딸기,5
88749,"딸기, 말린것",딸기,5
88750,"딸기, 설향, 생것",딸기,5
88751,"딸기, 재래종, 생것",딸기,5
88752,"딸기, 잼",딸기,5
88753,"라임, 생것",라임,0
88754,"라임 주스, 캔",라임 주스,0
88755,"라임 주스, 천연과즙",라임 주스,0
88756,"라즈베리, 냉동",라즈베리,152
88757,"라즈베리, 생것",라즈베리,152
88758,"람부탄, 통조림",람부탄,0
88759,"레몬, 생것",레몬,26
88760,레몬 과즙,레몬,26
88761,"롱안, 생것",롱안,0
88762,"롱안, 말린것",롱안,0
88763,"리치, 생것",리치,246
88764,"리치, 냉동",리치,246
88765,"망고, 생것",망고,39
88766,"망고, 애플망고, 생것",망고,39
88767,망고 음료,망고,39
88768,"망고스틴, 생것",망고스틴,0
88769,"매실, 생것",nan,0
88770,"매실, 천매, 생것",nan,0
88771,매실청,청,0
88772,"매실 절임, 염절임",절임,0
88773,"머루, 개량종, 껍질, 씨 포함, 생것",머루,0
88774,"머루, 머스켓베일리에이, 생것",머루,0
88775,머루 주스,머루,0
88776,"멜론, 감로, 생것",멜론,0
88777,"멜론, 머스크, 생것",멜론,0
88778,"멜론, 화이트, 생것",멜론,0
88779,"모과, 생것",nan,0
88780,"무화과, 생것",nan,0
88781,"무화과, 수입산, 말린것",nan,0
88782,"무화과, 통조림",통조림,0
88783,"무화과, 승정도후인, 생것",nan,0
88784,"무화과, 승정도후인, 말린것",nan,0
88785,"무화과, 봉래시, 생것",래시,0
88786,"바나나, 생것",바나나,51
88787,"바나나, 말린것",바나나,51
88788,"바나나칩, 튀긴것",바나나칩,0
88789,"배, 돌배, 생것",nan,0
88790,"배, 돌배, 껍질 포함, 생것",껍질,0
88791,"배, 백운배, 생것",백운,0
88792,"배, 신고, 생것",신고,0
88793,"배, 장심랑, 생것",장,115
88794,"배, 중국산, 생것",중국산,0
88795,"배, 만풍, 생것",nan,0
88796,"배, 원황, 생것",황,237
88797,배즙,nan,0
88798,"배 음료, 캔",음료,0
88799,"버찌, 생것",버찌,0
88800,"버찌, 통조림",버찌,0
88801,"버찌, 미국산, 생것",버찌,0
88802,"버찌, 일본산, 생것",버찌,0
88803,"복분자, 생것",분자,293
88804,"복숭아, 당절임",복숭아,48
88805,"복숭아, 미숙, 생것",복숭아,48
88806,"복숭아, 백도, 생것",복숭아,48
88807,"복숭아, 백도, 고형물, 통조림",복숭아,48
88808,"복숭아, 백도, 액즙, 통조림",복숭아,48
88809,"복숭아, 백도, 통조림",복숭아,48
88810,"복숭아, 천도, 생것",복숭아,48
88811,"복숭아, 황도, 생것",복숭아,48
88812,"복숭아, 황도, 통조림",복숭아,48
88813,"복숭아, 황도, 고형물, 통조림",복숭아,48
88814,"복숭아, 황도, 액즙, 통조림",복숭아,48
88815,"복숭아, 천중도, 생것",복숭아,48
88816,"복숭아, 넥타",복숭아,48
88817,"복숭아, 잼",복숭아,48
88818,"블랙베리, 생것",블랙베리,0
88819,"블랙커런트, 생것",블랙,54
88820,"블루베리, 생것",블루베리,7
88821,"블루베리, 말린것",블루베리,7
88822,"블루베리, 냉동",블루베리,7
88823,"블루베리, 통조림",블루베리,7
88824,"블루베리, 잼",블루베리,7
88825,"비파, 생것",비파,0
88826,"비파, 통조림",비파,0
88827,"사과, 말린것",사과,34
88828,"사과, 통조림",사과,34
88829,"사과, 부사(후지), 생것",사과,34
88830,"사과, 아오리, 껍질제거, 생것",사과,34
88831,"사과, 아오리, 껍질 포함, 생것",사과,34
88832,"사과, 홍옥, 생것",사과,34
88833,"사과, 넥타",사과,34
88834,"사과, 잼",사과,34
88835,사과 음료,사과,34
88836,사과 주스,사과 주스,0
88837,"산딸기, 생것",산딸기,0
88838,"산수유, 과육, 말린것",산수유,0
88839,"산수유, 열매, 생것",산수유,0
88840,"살구, 생것",nan,0
88841,"살구, 말린것",nan,0
88842,"살구, 통조림",통조림,0
88843,"살구, 넥타",nan,0
88844,"살구, 잼",nan,0
88845,"석류, 생것",nan,0
88846,"소귀나무 열매, 생것",소귀나무,0
88847,"수박, 적육질, 생것",수박,191
88848,"수박, 황육질, 생것",수박,191
88849,"산자나무 열매(씨벅톤), 생것",나무,0
88850,"아떼모야, 생것",아,45
88851,"아로니아, 네로, 생것",아로니아,233
88852,"아로니아, 바이킹, 냉동",아로니아,233
88853,"아보카도, 생것",아보카도,0
88854,"아세로라, 감미종, 생것",아,45
88855,"아세로라 주스, 과즙 음료(10%)",아,45
88856,"애플수박, S-비너스, 생것",애플,101
88857,"앵두, 생것",nan,0
88858,"엘더베리, 생것",엘,254
88859,"오디, 생것",nan,0
88860,"오디, 재래종, 생것",nan,0
88861,"오렌지, 네블, 생것",오렌지,43
88862,오렌지 마멀레이드,오렌지,43
88863,오렌지 주스,오렌지 주스,0
88864,"오렌지 음료, 캔",오렌지,43
88865,"오렌지 주스, 가당",오렌지 주스,0
88866,"오렌지 주스, 가당, 칼슘강화",오렌지 주스,0
88867,"오렌지 주스, 무가당",오렌지 주스,0
88868,"오렴자(카람볼라), 생것",카람볼라,0
88869,"오미자, 생것",오미자,0
88870,"오미자, 말린것",오미자,0
88871,오미자청,오미자,0
88872,"올리브 피클, 검정색(완숙)",올리브,136
88873,"올리브 피클, 초록색(미숙)",올리브,136
88874,"용과, 백육종, 생것",nan,0
88875,"용과, 적육종, 생것",nan,0
88876,"용과, 황색종, 생것",황색종,0
88877,"유자, 과육, 생것",유자,119
88878,"유자, 전체, 생것",유자,119
88879,"유자, 껍질, 생것",유자,119
88880,"유자 농축액, 당절임",유자,119
88881,"으름, 생것",nan,0
88882,"자두, 생것",자두,0
88883,"자두, 말린것",자두,0
88884,"자두, 대석, 생것",자두,0
88885,"자두, 솔담, 생것",자두,0
88886,"자두, 후무사, 생것",자두,0
88887,"자몽(그레이프프루트), 생것",그레이프프루트,0
88888,"자몽(그레이프프루트) 주스, 천연과즙",그레이프프루트,0
88889,"자몽(그레이프프루트) 주스, 과즙 음료(50%)",그레이프프루트,0
88890,"자몽(그레이프프루트) 주스, 과즙 음료(20%)",그레이프프루트,0
88891,"자몽(그레이프프루트) 주스, 가당, 캔",그레이프프루트,0
88892,"자몽(그레이프프루트) 주스, 무가당, 캔",그레이프프루트,0
88893,"잭프루트, 생것",잭프루트,0
88894,"잭프루트, 통조림",잭프루트,0
88895,"참외, 씨 포함, 생것",참외,0
88896,"참외, 씨 제거, 생것",참외,0
88897,"참외, 금싸라기, 씨 제거, 흰색과육, 생것",참외,0
88898,"체리, 생것",체리,244
88899,"체리, 고형물, 통조림",체리,244
88900,"체리, 액즙, 통조림",체리,244
88901,"칼슘나무 열매, 생것",칼슘,107
88902,"크랜베리, 생것",베리,47
88903,"크랜베리, 말린것",베리,47
88904,"크랜베리 주스, 칵테일",베리,47
88905,"키위, 생것",키위,0
88906,"키위, 골드, 생것",키위,0
88907,"키위, 그린, 생것",키위,0
88908,"키위 주스, 퓨레 40%",키위,0
88909,"탱자, 생것",nan,0
88910,"파인애플, 생것",파인애플,96
88911,"파인애플, 고형물, 통조림",파인애플,96
88912,"파인애플, 액즙, 통조림",파인애플,96
88913,"파인애플, 넥타",파인애플,96
88914,"파인애플 주스, 캔",파인애플 주스,0
88915,파인애플 주스,파인애플 주스,0
88916,"파파야, 생것",파파야,0
88917,"파파야, 미숙, 생것",파파야,0
88918,"파파야, 적숙, 생것",파파야,0
88919,"파파야, 완숙, 생것",파파야,0
88920,"파파야, 그린파파야, 생것",파파야,0
88921,"백향과(패션프루트), 씨 포함, 생것",nan,0
88922,"패션프루트 주스, 천연과즙",주스,65
88923,"패션프루트 주스, 황색과육",주스,65
88924,"패션프루트 주스, 자색과육",주스,65
88925,"포도, 건포도",포도,46
88926,"포도, 통조림",포도,46
88927,"포도, 거봉, 생것",포도,46
88928,"포도, 거봉, 껍질 포함, 생것",포도,46
88929,"포도, 캠벨얼리, 생것",포도,46
88930,"포도, 캠벨얼리, 껍질 포함, 생것",포도,46
88931,"포도, 캠벨얼리, 껍질, 씨 포함, 생것",포도,46
88932,"포도, 청포도(힘로드시드레스), 생것",포도,46
88933,"포도, 청포도(힘로드시드레스), 껍질 포함, 생것",포도,46
88934,"포도, 샤인머스켓, 껍질 포함, 생것",포도,46
88935,"포도, 넥타",포도,46
88936,"포도, 잼",포도,46
88937,포도 주스,포도 주스,0
88938,"포도 주스, 캔",포도 주스,0
88939,"포도 주스, 농축 과즙",포도 주스,0
88940,"포도 주스, 천연과즙",포도 주스,0
88941,"포도 주스, 과즙 음료",포도 주스,0
88942,"포도즙, 천연과즙, 레토르트",포도,46
88943,"플럼코트, 생것",nan,0
88944,"프루트샐러드, 통조림",통조림,0
88945,"프루트칵테일, 통조림",통조림,0
88946,"프루트펀치, 통조림",통조림,0
88947,"개구리고기, 생것",개구리,0
88948,"거위고기, 살코기, 생것",거위,0
88949,"거위고기, 살코기, 구운것",거위,0
88950,"거위 부산물, 간, 생것",거위,0
88951,"고래고기, 생것",고래고기,0
88952,"고래고기, 복부정육, 생것",고래고기,0
88953,"고래고기, 복부지육, 생것",고래고기,0
88954,"고래고기, 붉은살, 냉동",고래고기,0
88955,"고래고기, 붉은살, 염절임",고래고기,0
88956,"고래 부산물, 꼬리, 생것",고래,0
88957,"고래 부산물, 꼬리, 냉동",고래,0
88958,"꿩고기, 숫꿩, 생것",nan,0
88959,"꿩고기, 암꿩, 생것",nan,0
88960,"닭고기, 구운것",닭고기,60
88961,"닭고기, 전체, 튀긴것",닭고기,60
88962,"닭고기, 가슴(껍질 제거), 생것",닭고기,60
88963,"닭고기, 가슴(껍질 제거), 삶은것",닭고기,60
88964,"닭고기, 가슴(껍질 제거), 구운것(팬)",닭고기,60
88965,"닭고기, 가슴(껍질 제거), 튀긴것(튀김옷)",닭고기,60
88966,"닭고기, 날개, 생것",닭고기,60
88967,"닭고기, 날개, 삶은것",닭고기,60
88968,"닭고기, 날개, 구운것(오븐)",닭고기,60
88969,"닭고기, 날개, 튀긴것(튀김옷)",닭고기,60
88970,"닭고기, 날개, 튀긴것(밀가루옷)",닭고기,60
88971,"닭고기, 넓적다리(껍질 제거), 생것",닭고기,60
88972,"닭고기, 넓적다리(껍질 제거), 삶은것",닭고기,60
88973,"닭고기, 넓적다리(껍질 제거), 구운것(팬)",닭고기,60
88974,"닭고기, 넓적다리(껍질 제거), 튀긴것",닭고기,60
88975,"닭고기, 다리, 생것",닭고기,60
88976,"닭고기, 다리, 삶은것",닭고기,60
88977,"닭고기, 다리, 구운것(오븐)",닭고기,60
88978,"닭고기, 다리, 튀긴것(튀김옷)",닭고기,60
88979,"닭고기, 다리(껍질 제거), 튀긴것",닭고기,60
88980,"닭고기, 목, 생것",닭고기,60
88981,"닭고기, 목, 튀긴것(튀김옷)",닭고기,60
88982,"닭고기, 살코기, 생것",닭고기,60
88983,"닭고기, 살코기, 삶은것",닭고기,60
88984,"닭고기, 살코기, 튀긴것(튀김옷)",닭고기,60
88985,"닭고기, 성계, 생것",닭고기,60
88986,"닭고기, 영계, 삶은것",닭고기,60
88987,"닭고기, 오골계, 생것",닭고기,60
88988,"닭고기, 토종, 생것",닭고기,60
88989,"닭고기, 토종, 껍질",닭고기,60
88990,"닭고기, 토종, 가슴",닭고기,60
88991,"닭고기, 토종, 날개",닭고기,60
88992,"닭고기, 토종, 다리",닭고기,60
88993,"닭고기, 토종, 살코기",닭고기,60
88994,"닭 부산물, 간, 생것",nan,0
88995,"닭 부산물, 간, 삶은것",nan,0
88996,"닭 부산물, 모래주머니, 생것",모래주머니,0
88997,"닭 부산물, 모래주머니, 구운것(오븐)",모래주머니,0
88998,"닭 부산물, 심장, 생것",심장,0
88999,"닭 부산물, 심장, 삶은것",심장,0
89000,"닭 부산물, 닭발, 삶은것",닭발,0
89001,닭뼈 육수,육수,0
89002,닭 육수,육수,0
89003,닭꼬치,닭꼬치,0
89004,"돼지고기, 갈비, 생것",돼지고기,142
89005,"돼지고기, 갈비, 삶은것",돼지고기,142
89006,"돼지고기, 갈비, 구운것(팬)",돼지고기,142
89007,"돼지고기, 갈비(갈비살), 생것",돼지고기,142
89008,"돼지고기, 뒷다리, 생것",돼지고기,142
89009,"돼지고기, 뒷다리, 삶은것",돼지고기,142
89010,"돼지고기, 뒷다리, 구운것(팬)",돼지고기,142
89011,"돼지고기, 등심, 생것",돼지고기,142
89012,"돼지고기, 등심, 삶은것",돼지고기,142
89013,"돼지고기, 등심, 구운것(팬)",돼지고기,142
89014,"돼지고기, 목심(목심살), 생것",돼지고기,142
89015,"돼지고기, 목심(목심살), 삶은것",돼지고기,142
89016,"돼지고기, 목심(목심살), 구운것(팬)",돼지고기,142
89017,"돼지고기, 사태, 생것",돼지고기,142
89018,"돼지고기, 사태, 삶은것",돼지고기,142
89019,"돼지고기, 사태, 구운것(팬)",돼지고기,142
89020,"돼지고기, 살코기, 생것",돼지고기,142
89021,"돼지고기, 삼겹살(삼겹살), 생것",돼지고기,142
89022,"돼지고기, 삼겹살(삼겹살), 삶은것",돼지고기,142
89023,"돼지고기, 삼겹살(삼겹살), 구운것(팬)",돼지고기,142
89024,"돼지고기, 안심(안심살), 생것",돼지고기,142
89025,"돼지고기, 안심(안심살), 삶은것",돼지고기,142
89026,"돼지고기, 안심(안심살), 구운것(팬)",돼지고기,142
89027,"돼지고기, 앞다리(꾸리살), 생것",돼지고기,142
89028,"돼지고기, 뒷다리(도가니살), 생것",돼지고기,142
89029,"돼지고기, 뒷다리(뒷사태살), 생것",돼지고기,142
89030,"돼지고기, 뒷다리(보섭살), 생것",돼지고기,142
89031,"돼지고기, 뒷다리(볼기살), 생것",돼지고기,142
89032,"돼지고기, 뒷다리(설깃살), 생것",돼지고기,142
89033,"돼지고기, 뒷다리(홍두깨살), 생것",돼지고기,142
89034,"돼지고기, 등심(등심덧살), 생것",돼지고기,142
89035,"돼지고기, 등심(알등심살), 생것",돼지고기,142
89036,"돼지고기, 앞다리(부채살), 생것",돼지고기,142
89037,"돼지고기, 앞다리(앞사태살), 생것",돼지고기,142
89038,"돼지고기, 삼겹살(갈매기살), 생것",돼지고기,142
89039,"돼지고기, 삼겹살(등갈비), 생것",돼지고기,142
89040,"돼지고기, 삼겹살(토시살), 생것",돼지고기,142
89041,"돼지고기, 삼겹살(오돌삼겹), 생것",돼지고기,142
89042,"돼지고기, 앞다리(앞다리살), 생것",돼지고기,142
89043,"돼지고기, 앞다리(항정살), 생것",돼지고기,142
89044,"돼지고기, 앞다리(주걱살), 생것",돼지고기,142
89045,"돼지 부산물, 간, 생것",돼지,234
89046,"돼지 부산물, 간, 삶은것",돼지,234
89047,"돼지 부산물, 대장, 생것",돼지,234
89048,"돼지 부산물, 대장, 삶은것",돼지,234
89049,"돼지 부산물, 맹장, 생것",돼지,234
89050,"돼지 부산물, 머리고기, 생것",돼지,234
89051,"돼지 부산물, 비장, 생것",돼지,234
89052,"돼지 부산물, 소장(곱창), 생것",돼지,234
89053,"돼지 부산물, 소장(곱창), 삶은것",돼지,234
89054,"돼지 부산물, 신장, 생것",돼지,234
89055,"돼지 부산물, 신장, 삶은것",돼지,234
89056,"돼지 부산물, 심장, 생것",돼지,234
89057,"돼지 부산물, 심장, 삶은것",돼지,234
89058,"돼지 부산물, 위, 생것",돼지,234
89059,"돼지 부산물, 자궁, 생것",돼지,234
89060,"돼지 부산물, 족발, 생것",돼지,234
89061,"돼지 부산물, 족발, 삶은것",돼지,234
89062,"돼지 부산물, 족발, 조미, 삶은것",돼지,234
89063,"돼지 부산물, 직장, 생것",돼지,234
89064,"돼지 부산물, 췌장, 생것",돼지,234
89065,"돼지 부산물, 허파, 생것",돼지,234
89066,"돼지 부산물, 허파, 삶은것",돼지,234
89067,"소시지, 말린것",소시지,139
89068,"소시지, 리용소시지",소시지,139
89069,"소시지, 볼로냐소시지",소시지,139
89070,"소시지, 위너(비엔나)소시지",소시지,139
89071,"소시지, 이탈리안소시지",소시지,139
89072,"소시지, 프랑크푸르트소시지",소시지,139
89073,"햄, 등심햄",등심,0
89074,"햄, 런천미트햄",천,0
89075,"햄, 슬라이스햄",이스,178
89076,"포크커틀릿, 냉동",포크,0
89077,"포크커틀릿, 냉동, 튀긴것",포크,0
89078,"돼지불고기, 생것",돼지,234
89079,베이컨,베이컨,75
89080,"베이컨, 구운것",베이컨,75
89081,"메추리고기, 생것",고기,0
89082,"멧돼지고기, 생것",멧돼지,0
89083,"멧돼지고기, 앞다리, 생것",멧돼지,0
89084,"소고기, 미국산, 갈비, 구운것(오븐)",미국,0
89085,"소고기, 미국산, 목심(목심살), 생것",미국,0
89086,"소고기, 미국산, 목심(목심살), 삶은것",미국,0
89087,"소고기, 미국산, 사태, 끓인것",미국,0
89088,"소고기, 미국산, 설도, 구운것(석쇠)",미국,0
89089,"소고기, 미국산, 안심(안심살), 구운것",미국,0
89090,"소고기, 한우, 갈비, 생것",한우,10
89091,"소고기, 한우, 등심, 생것",한우,10
89092,"소고기, 한우, 등심, 삶은것",한우,10
89093,"소고기, 한우, 등심, 구운것(팬)",한우,10
89094,"소고기, 한우(1등급), 살코기, 생것",한우,10
89095,"소고기, 한우, 양지, 생것",한우,10
89096,"소고기, 한우, 양지, 삶은것",한우,10
89097,"소고기, 한우, 양지, 구운것(팬)",한우,10
89098,"소고기, 한우, 채끝(채끝살), 생것",한우,10
89099,"소고기, 한우(1++등급), 등심, 생것",한우,10
89100,"소고기, 한우(1++등급), 목심(목심살), 생것",한우,10
89101,"소고기, 한우(1++등급), 설도(보섭살), 생것",한우,10
89102,"소고기, 한우(1++등급), 설도(설깃살), 생것",한우,10
89103,"소고기, 한우(1++등급), 앞다리(꾸리살), 생것",한우,10
89104,"소고기, 한우(1++등급), 우둔(우둔살), 생것",한우,10
89105,"소고기, 한우(1++등급), 우둔(홍두깨살), 생것",한우,10
89106,"소고기, 한우(1++등급), 양지(양지머리), 생것",한우,10
89107,"소고기, 한우(1++등급), 양지(업진살), 생것",한우,10
89108,"소고기, 한우(1++등급), 채끝(채끝살), 생것",한우,10
89109,"소고기, 한우(3등급), 등심, 생것",한우,10
89110,"소고기, 한우(3등급), 목심(목심살), 생것",한우,10
89111,"소고기, 한우(3등급), 설도(보섭살), 생것",한우,10
89112,"소고기, 한우(3등급), 설도(설깃살), 생것",한우,10
89113,"소고기, 한우(3등급), 앞다리(꾸리살), 생것",한우,10
89114,"소고기, 한우(3등급), 우둔(우둔살), 생것",한우,10
89115,"소고기, 한우(3등급), 우둔(홍두깨살), 생것",한우,10
89116,"소고기, 한우(3등급), 양지(양지머리), 생것",한우,10
89117,"소고기, 한우(3등급), 양지(업진살), 생것",한우,10
89118,"소고기, 한우(3등급), 채끝(채끝살), 생것",한우,10
89119,"소고기, 한우(1등급), 목심(목심살), 생것",한우,10
89120,"소고기, 한우(1등급), 설도(보섭살), 생것",한우,10
89121,"소고기, 한우(1등급), 설도(설깃살), 생것",한우,10
89122,"소고기, 한우(1등급), 안심(안심살), 생것",한우,10
89123,"소고기, 한우(1등급), 앞다리(꾸리살), 생것",한우,10
89124,"소고기, 한우(1등급), 우둔(우둔살), 생것",한우,10
89125,"소고기, 한우(1등급), 우둔(홍두깨살), 생것",한우,10
89126,"소고기, 한우(1등급), 양지(양지머리), 생것",한우,10
89127,"소고기, 한우(1등급), 양지(업진살), 생것",한우,10
89128,"소고기, 한우(1등급), 채끝(채끝살), 생것",한우,10
89129,"소고기, 한우(1등급), 앞다리(부채살), 생것",한우,10
89130,"소고기, 한우(1등급), 앞다리(앞다리살), 생것",한우,10
89131,"소고기, 한우(1등급), 갈비(꽃갈비), 생것",한우,10
89132,"소고기, 한우(1등급), 갈비(본갈비), 생것",한우,10
89133,"소고기, 한우(1등급), 갈비(안창살), 생것",한우,10
89134,"소고기, 한우(1등급), 갈비(제비추리), 생것",한우,10
89135,"소고기, 한우(1등급), 갈비(참갈비), 생것",한우,10
89136,"소고기, 한우(1등급), 갈비(토시살), 생것",한우,10
89137,"소고기, 한우(1등급), 등심(꽃등심살), 생것",한우,10
89138,"소고기, 한우(1등급), 등심(살치살), 생것",한우,10
89139,"소고기, 한우(1등급), 등심(아래등심살), 생것",한우,10
89140,"소고기, 한우(1등급), 등심(윗등심살), 생것",한우,10
89141,"소고기, 한우(1등급), 사태(뒷사태), 생것",한우,10
89142,"소고기, 한우(1등급), 사태(뭉치사태), 생것",한우,10
89143,"소고기, 한우(1등급), 사태(상박살), 생것",한우,10
89144,"소고기, 한우(1등급), 사태(아롱사태), 생것",한우,10
89145,"소고기, 한우(1등급), 사태(앞사태), 생것",한우,10
89146,"소고기, 한우(1등급), 설도(도가니살), 생것",한우,10
89147,"소고기, 한우(1등급), 설도(삼각살), 생것",한우,10
89148,"소고기, 한우(1등급), 설도(설깃머리살), 생것",한우,10
89149,"소고기, 한우(1등급), 앞다리(갈비덧살), 생것",한우,10
89150,"소고기, 한우(1등급), 앞다리(부채덮개살), 생것",한우,10
89151,"소고기, 한우(1등급), 양지(앞치마살), 생것",한우,10
89152,"소고기, 한우(1등급), 양지(업진안살), 생것",한우,10
89153,"소고기, 한우(1등급), 양지(차돌박이), 생것",한우,10
89154,"소고기, 한우(1등급), 양지(치마살), 생것",한우,10
89155,"소고기, 한우(1등급), 양지(치마양지), 생것",한우,10
89156,"소 부산물, 간, 생것",소,175
89157,"소 부산물, 골, 생것",소,175
89158,"소 부산물, 꼬리, 생것",소,175
89159,"소 부산물, 선지(피), 생것",소,175
89160,"소 부산물, 소장(곱창), 생것",소,175
89161,"소 부산물, 신장, 생것",소,175
89162,"소 부산물, 심장, 생것",소,175
89163,"소 부산물, 양(위), 생것",소,175
89164,"소 부산물, 천엽, 생것",소,175
89165,"소 부산물, 허파, 생것",소,175
89166,"소 부산물, 혀, 생것",소,175
89167,"소 부산물, 미국산, 간, 삶은것",소,175
89168,"소 부산물, 미국산, 골, 끓인것",소,175
89169,"소 부산물, 미국산, 신장, 끓인것",소,175
89170,"소 부산물, 미국산, 심장, 끓인것",소,175
89171,"소 부산물, 미국산, 허파, 삶은것",소,175
89172,"소 부산물, 미국산, 혀, 끓인것",소,175
89173,"소 부산물, 외국산, 대장, 생것",소,175
89174,"소불고기, 생것",불고기,22
89175,양지국물,양지,0
89176,"우족국물, 중량3배물",배무,0
89177,육포,육포,0
89178,잡뼈국물,nan,0
89179,"송아지고기, 미국산, 갈비, 생것",송아지고기,0
89180,"송아지고기, 미국산, 갈비, 삶은것",송아지고기,0
89181,"송아지고기, 미국산, 갈비, 구운것",송아지고기,0
89182,"송아지고기, 미국산, 등심, 생것",송아지고기,0
89183,"송아지고기, 미국산, 등심, 삶은것",송아지고기,0
89184,"송아지고기, 미국산, 등심, 구운것",송아지고기,0
89185,"송아지고기, 미국산, 살코기, 생것",송아지고기,0
89186,"송아지고기, 미국산, 살코기, 삶은것",송아지고기,0
89187,"송아지고기, 미국산, 어깨, 생것",송아지고기,0
89188,"송아지고기, 미국산, 어깨, 삶은것",송아지고기,0
89189,"송아지고기, 미국산, 어깨, 구운것",송아지고기,0
89190,"송아지고기, 미국산, 채끝(채끝살), 생것",송아지고기,0
89191,"송아지고기, 미국산, 채끝(채끝살), 삶은것",송아지고기,0
89192,"송아지고기, 미국산, 채끝(채끝살), 구운것(오븐)",송아지고기,0
89193,"송아지 부산물, 미국산, 간, 생것",송아지,0
