,DESC_KOR,NN
19853,롱패스츄리,nan
19854,오뚜기 고르곤졸라 사각피자,오뚜기
19855,신라마드레느,라마
19856,통밀식빵,밀
19857,찰보리발효식빵,찰보리
19858,망고맛케익,망고
19859,허니브레드,허니
19860,미니땅콩크림샌드,미니
19861,촉촉한 허니시몬케익,허니
19862,아침愛 샌드위치식빵,샌드위치
19863,더촉촉한치즈케익,치즈
19864,퐁듀타임,nan
19865,제주종합초콜릿,제주
19866,투유 밀크,투유
19867,제주감귤초콜릿,제주
19868,짜먹고그려먹고,nan
19869,행복한쇼콜라띠에 밀크초코,쇼콜라
19870,한라봉초콜릿,초콜릿
19871,디샤 가나슈,가나슈
19872,올레길맛있는초콜릿,올레길
19873,제주백년초초콜릿,제주
19874,제주녹차초콜릿,제주
19875,행복한쇼콜라띠에 다크초코,쇼콜라
19876,과일모음초콜릿,초콜릿
19877,착한초콜렛종합,nan
19878,레장드초콜릿,레
19879,제주감귤초콜릿,제주
19880,밤초콜릿,초콜릿
19881,제주하르방한라봉초코릿,nan
19882,제주하르방감귤초코릿,nan
19883,디샤 화이트,화이트
19884,초코스노우,초코
19885,제주의미감귤초콜릿,제주
19886,블랙&화이트막걸리초콜릿,블랙
19887,한라봉초콜릿,초콜릿
19888,다크쇼콜라,다크
19889,한라봉쇼콜라,쇼콜라
19890,감귤쇼콜라,쇼콜라
19891,백년초쇼콜라,쇼콜라
19892,녹차쇼콜라,녹차
19893,고추장초콜릿,고추장
19894,제주 보리 크런치,제주
19895,풋귤 다크,다크
19896,제주하르방백년초초코릿,nan
19897,제주하르방복분자초코릿,nan
19898,제주하르방녹차초코릿,nan
19899,플레이크 다크,레이크
19900,천혜향 다크,다크
19901,한라봉쇼콜라,쇼콜라
19902,백년초쇼콜라,쇼콜라
19903,녹차쇼콜라,녹차
19904,삼육두유검은콩칼슘,두유
19905,베지밀검은콩두유고칼슘,두유
19906,뼈로가는 칼슘두유 담백한 맛,칼슘
19907,달콤한베지밀비,nan
19908,삼육두유검은콩호두와아몬드,두유
19909,담백한베지밀에이,nan
19910,삼육두유A,두유
19911,베지밀아몬드와호두두유,아몬드
19912,뼈로가는칼슘두유검은콩진「眞」,칼슘
19913,이롬황성주국산콩두유검은콩,이롬
19914,삼육두유 발아현미 19곡,두유
19915,매일두유 99.89,두유
19916,베지밀검은콩&검은참깨두유,참깨
19917,삼육두유 고소한 검은참깨,두유
19918,삼육두유 검은콩참깨,두유
19919,베지밀검은참깨고칼슘두유,참깨
19920,빙그레 맛있는 콩두유,빙그레
19921,삼육검은콩두유,두유
19922,삼육두유 검은참깨 고칼슘,두유
19923,삼육두유,두유
19924,맛있는 두유 GT 담백한맛,두유
19925,고소한연세두유,연세
19926,맛있는 두유 GT 검은콩깨,두유
19927,뼈로가는 칼슘두유 365,칼슘
19928,이롬 황성주 발아약콩 두유,이롬
19929,달콤한삼육두유B,두유
19930,뼈를생각한 고칼슘두유 검은콩,칼슘
19931,맛있는 두유 GT 달콤한맛,두유
19932,검은깨콩두유,두유
19933,이롬황성주국산콩두유호두와아몬드,이롬
19934,뼈로가는 칼슘두유 호두&땅콩진「眞」,칼슘
19935,뼈를생각한 고칼슘두유 호두&아몬드,칼슘
19936,달콤한베지밀비검은콩두유,비검
19937,삼육고칼슘두유,고
19938,오리지널 약콩두유,두유
19939,고소한아몬드&잣두유,아몬드
19940,이롬황성주국산콩두유검은콩과17곡,이롬
19941,베지밀17곡한끼두유,한
19942,매일두유 식이섬유,두유
19943,삼육두유 국산검은콩,두유
19944,베지밀검은참깨두유,참깨
19945,베지밀5060시니어두유,니어
19946,검은콩 검은깨 칼슘두유,칼슘
19947,후디스검은콩검은깨흑미고칼슘두유,디스
19948,남양 진콩두유,남양
19949,담백한베지밀에이검은콩두유,두유
19950,베지밀검은콩과16곡두유,콩과
19951,베지밀과일이꼭꼭씹히는애플망고두유,과일
19952,베지밀국산콩두유검은콩,두유
19953,베지밀뼈에좋은칼슘두유검은콩,칼슘
19954,순수두유,순수
19955,삼육두유검은참깨,두유
19956,베지밀비달콤한고칼슘두유,고
19957,배로 맛있는! 약콩두유,배로
19958,우리콩두유 검은콩,두유
19959,베지밀검은콩두유,두유
19960,아침에두유,두유
19961,연세대학교 검은참깨두유,연세대학교
19962,Smart 두유 365,두유
19963,이롬 황성주 국산콩 두유 우리땅 17곡,이롬
19964,고소한 삼육두유A,두유
19965,삼육두유 검은콩호두와 아몬드,두유
19966,삼육두유 콩국,두유
19967,이롬황성주국산콩두유검은콩깨쌀,이롬
19968,베지밀에이담백한고칼슘두유,이담
19969,연세 고칼슘 두유,연세
19970,베지밀고칼슘두유,칼슘
19971,삼육두유 검은콩참깨 병,두유
19972,연세 검은콩두유,연세
19973,푸르밀 두유,푸르밀
19974,고소한 두유,두유
19975,맛있는 두유 GT 검은콩+17곡,두유
19976,베지밀국산콩두유검은콩검은깨검은쌀,두유
19977,참두유 검은콩,참두
19978,콩을통째로갈아만든전두유검은콩,전
19979,매일두유 초콜릿,두유
19980,검은콩 두유,두유
19981,원두밀 플러스,밀
19982,베지밀뼈에좋은칼슘두유땅콩아몬드호두잣,칼슘
19983,이롬 황성주 국산콩 담백한 두유 검은콩과 검은참깨,이롬
19984,완全(전)두유 국산콩 검은콩 고칼슘,전
19985,우리콩두유 잣,두유
19986,칼슘이가득한검은깨검은콩두유,칼슘
19987,베지밀뼈에좋은칼슘두유검은콩검은깨검은쌀,칼슘
19988,베지밀진하고고소한두유,진
19989,순하고 부드러운 검은콩두유,두유
19990,삼육두유검은콩&칼슘,두유
19991,완全(전)두유 국산콩 검은콩 21곡,전
19992,맛있는 두유 GT 검은콩깨 1/2칼로리,두유
19993,콩을통째로갈아만든전두유검은콩검은참깨,전
19994,베지밀에이스두유,에이스
19995,"고구마, 호박에게바나나",고구마
19996,베지밀하루건강칼로리컷두유,하루
19997,이롬황성주국산콩두유검은콩과검은참깨,이롬
19998,베지밀우리16곡두유,우리
19999,이롬 황성주 국산콩 닥터 C 무가당 두유,이롬
20000,SoyU(쏘유)검은콩,nan
20001,베지밀입안가득바나나두유팩,바나나
20002,서리태 97,서리
20003,완全(전)두유 국산콩 검은콩,전
20004,완全(전)두유 국산콩 호두와 아몬드,전
20005,고칼슘 쌀눈두유,칼슘
20006,콩을통째로갈아만든전두유7곡선식,전
20007,건국 무첨가 두유,건국
20008,이롬 황성주 국산콩 닥터 B 두유,이롬
20009,매일두유 순 플레인,두유
20010,쌀눈으로 더 똑똑한! 약콩두유,두유
20011,황성주 국산콩 닥터 햄프씨드 두유,황
20012,베지밀말차두유,말차
20013,전두유 블랙7,두유
20014,순하고 부드러운 아몬드두유,아몬드
20015,이롬 황성주 국산콩 두유 프리미엄,이롬
20016,삼육두유 국산콩,두유
20017,전두유 약콩,두유
20018,코카콜라,코카콜라
20019,칠성사이다,칠성사이다
20020,펩시콜라,펩시콜라
20021,스프라이트,스프라이트
20022,밀키스,밀키스
20023,맥콜,맥콜
20024,웰치 그레이프맛,웰치
20025,환타 오렌지향,환타
20026,코카콜라 제로,코카콜라 제로
20027,환타 파인애플향,환타
20028,천연(泉淵) 사이다,사이다
20029,트레비라임,트레비
20030,밀크소다 암바사,밀크
20031,데미소다 애플,데미소다
20032,오란씨 파인애플,오란씨
20033,트레비레몬,트레비
20034,트로피카나스파클링사과,트로피카나
20035,킨사이다,킨사이다
20036,핫식스,핫식스
20037,오로나민C,오로나
20038,마운틴듀,nan
20039,트레비 자몽,트레비
20040,미린다파인애플향,미린다
20041,진로믹서 토닉워터,진로
20042,나랑드사이다,드
20043,썬키스트 자몽 소다,썬키스트
20044,탑씨오렌지향,오렌지
20045,미닛메이드 스파클링 복숭아,미닛메이드
20046,칠성사이다스트롱,칠성사이다
20047,탑씨포도향,포도
20048,트로피카나스파클링망고,트로피카나
20049,트로피카나스파클링복숭아,트로피카나
20050,몬스터 에너지,몬스터 에너지
20051,씨그램 레몬,그램
20052,몬스터에너지  울트라,몬스터
20053,트로피카나스파클링오렌지,트로피카나
20054,환타 +C 레몬,환타
20055,오랑지나,오랑
20056,웰치 화이트그레이프맛,웰치
20057,씨그램 라임,그램
20058,simplus 사이다,사이다
20059,닥터페퍼,닥터페퍼
20060,펩시스트롱,nan
20061,갈배사이다,배사
20062,교촌허니스파클링,교촌
20063,오란씨 오렌지,오란씨
20064,빅토리아 레몬,빅토리아
20065,컨피던스,nan
20066,simplus 콜라,콜라
20067,몰랑팝,랑
20068,슈웹스 레몬토닉,슈웹스
20069,트로피카나스파클링포도,트로피카나
20070,데미소다 복숭아,데미소다
20071,스프라이트 킨 사이다,스프라이트
20072,써니텐 파인애플향,써니텐
20073,초정탄산 라임,정
20074,웰치 스트로베리맛,웰치
20075,몬스터에너지 울트라 시트라,몬스터
20076,오란씨 깔라만시,오란씨
20077,츄파춥스 딸기크림,츄파춥스
20078,환타 포도 향,환타
20079,데미소다 자몽,데미소다
20080,미닛메이드 스파클링 청포도,미닛메이드
20081,써니텐 오렌지향,써니텐
20082,탑씨콜라,콜라
20083,블루레몬에이드,블루
20084,데미소다 레몬,데미소다
20085,콜라,콜라
20086,캐나다 드라이 진저에일,캐나다 드라이
20087,포켓몬스파클링청포도,포켓몬
20088,데미소다 오렌지,데미소다
20089,미린다오렌지향,미린다
20090,써니텐 포도향,써니텐
20091,수박소다,수박
20092,클라우드 클리어제로,클라우드
20093,츄파춥스 오렌지,츄파춥스
20094,포켓몬스파클링파인애플,포켓몬
20095,815사이다,사이다
20096,칠성사이다로어슈거,칠성사이다
20097,빅토리아 자몽,빅토리아
20098,815콜라,815콜라
20099,캐나다 드라이 토닉워터,캐나다 드라이
20100,에너지드링크부스타(ENERY DRINK BOOSTA),스타
20101,트로피카나스파클링 파인애플,트로피카나
20102,캐나다 드라이 클럽소다,캐나다 드라이
20103,츄파춥스 포도,츄파춥스
20104,핫식스자몽,핫식스
20105,한라봉에이드,에이드
20106,썬키스트 멜론 소다,썬키스트
20107,자몽 에이드,에이드
20108,오렌지 스파클링 에이드,오렌지
20109,MECOL(미콜),미
20110,유어스 사이다,유
20111,엔톡 복숭아향,복숭아
20112,씨그램 자몽,그램
20113,미닛메이드 스파클링 사과,미닛메이드
20114,자몽스파클링에이드,스파크
20115,빅토리아 라임,빅토리아
20116,XS ENERY CRANBERRY-RAPE BLAST,nan
20117,빅토리아 복숭아,빅토리아
20118,스파클 스파클링,스파크
20119,초정탄산 레몬,정
20120,스파클링 사이다 레몬향,스파크
20121,스파클링 소다 오렌지향,스파크
20122,탐사스파클링레몬,스파크
20123,탐사스파클링그린애플,스파크
20124,simplus스파클링 레몬라임,스파크
20125,화이브미니,이브
20126,XS 크랜베리 블라스트,베리
20127,트로피카나스파클링자몽,트로피카나
20128,탑씨파인애플향,파인애플
20129,망고소다,망고
20130,XS ENERY CITRUS BLAST,nan
20131,XS 니온 블라스트,nan
20132,마인드포인트V,마인드
20133,에이치포인트V,에이치
20134,밀키스복숭아향,밀키스
20135,simplus스파클링 자몽,스파크
20136,코카-콜라라이트,코카
20137,DON-A 오란씨 깔라만시(인도네시아 수출용),오란씨
20138,DON-A 오란씨 파인애플(인도네시아 수출용),오란씨
20139,DON-A 오란씨 오렌지(인도네시아 수출용),오란씨
20140,XS 레드 블라스트,레드
20141,프리미엄토닉워터소닉,프리미엄
20142,진로믹서 카린스,진로
20143,빅토리아 베리베리,빅토리아
20144,이디엠 에너지드링크 지파크,파크
20145,XS망고파인애플구아바,망고
20146,데일리C레몬1000스파클링C+,데일리
20147,진로믹서 토닉워터 깔라만시,진로
20148,벚꽃 스파클링,스파크
20149,초정탄산복숭아,정
20150,청포도에이드,청포도
20151,스파클링 라임,스파크
20152,제주한라봉스파클링,제주
20153,스파클링 사이다 자몽향,스파크
20154,스파클링 사이다 레몬향,스파크
20155,벡셀 에너지드링크 지파크,벡
20156,초정탄산그린애플,정
20157,초정탄산 자몽,정
20158,썬키스트 요거트 스파클링,썬키스트
20159,구르미 만든 크림소다 블루레몬,미
20160,하이드로 프리미엄 토닉워터,이드
20161,코카·콜라 레몬,코카
20162,스파클 토닉워터,스파크
20163,엔톡 청포도향,청포도
20164,핫식스라이트,핫식스
20165,디라임톡,디
20166,빅토리아 청포도,빅토리아
20167,탐사스파클링라임,스파크
20168,탐사스파클링자몽,스파크
20169,토브 웰3 탄산음료,탄산
20170,깔라만시소다,라만
20171,미린다포도향,미린다
20172,흔들어먹는 환타 젤리소다 포도향,환타
20173,오스파클링 라임,오스
20174,벚꽃소다,nan
20175,애플 스파클링,애플
20176,쿨피스 톡 복숭아맛,복숭아
20177,리치스파클링,리치
20178,썬키스트 패션후르츠 소다,썬키스트
20179,깔라만시 스파클링,라만
20180,초정탄산유자,정
20181,"박카스(호주, 필리핀, 러시아 수출용)",호주
20182,파워업,파워
20183,디레몬톡,디
20184,스파클링 요구르트,스파크
20185,티스파클링 리프레쉬,티스
20186,토닉워터,토닉
20187,빅토리아 콜라향,빅토리아
20188,토닉워터,토닉
20189,써니텐 멜론크림향,써니텐
20190,써니텐 딸기크림향,써니텐
20191,흔들어먹는 환타 젤리소다 오렌지향,환타
20192,스파클링 아일랜드 라임,스파크
20193,(수)트레비레몬,트레비
20194,너랑나랑벚꽃사이다,랑
20195,밀키스요거트맛,nan
20196,럭키 사이다,사이다
20197,슈팅스타,슈팅스타
20198,복숭아소다,복숭아
20199,적포도에이드,포도
20200,쿨피스 톡 파인애플 맛,파인애플
20201,레몬에이드,레몬
20202,스와이스 라임,라임
20203,디자몽톡,디
20204,아임소다다,임
20205,파인애플향 탄산,파인애플
20206,(수)트레비자몽,트레비
20207,스파클링 아일랜드 자몽,스파크
20208,웨이크업에너지드링크,웨이
20209,야(YA!),nan
20210,초정토닉워터,정
20211,톡톡청포도스파클링,스파크
20212,자두소다,자두
20213,포바디초이스 파인애플(for Body CHOICE Pineapple),디
20214,포바디초이스 깔라만시(for Body CHOICE Calamansi),디
20215,진로믹서 토닉워터 애플,진로
20216,프라우 자몽,nan
20217,프라우 레몬,레몬
20218,프라우 라임,라임
20219,하이드로 스파클링 크렌베리,이드
20220,애플소다,애플
20221,블루레몬스파클링에이드,블루
20222,눈꽃소다,눈꽃
20223,무민 복숭아소다,무민
20224,스와이스 레몬,레몬
20225,요구르트 탄산,요구르트
20226,커피에 스파클링,스파크
20227,블라썸 에이드베리 히비스커스,에이드
20228,블라썸 에이드 레몬캐모마일,에이드
20229,파이어진,파이
20230,포도향 탄산,포도
20231,Kya Sparklin 한라봉,nan
20232,사랑초톡톡스파클링파인애플,파인애플
20233,사랑초톡톡스파클링석류,nan
20234,프리미엄소다 스노우 콜라,프리미엄
20235,프리미엄소다 레몬 사이다,프리미엄
20236,Kya Sparklin 라임,라임
20237,오미베리 베리 스파클링,오미
20238,썬키스트 망고스틴소다,썬키스트
20239,하이세븐 탑클래식 스트로베리,하이
20240,탑클래식 애플,클래식
20241,베리클유기농발효스파클링,베리
20242,몽고간장진,몽고
20243,진간장 금에프3(진간장 금F3),간장
20244,삼화진간장,화지
20245,진간장 에스(진간장 S),간장
20246,삼양진간장,양진
20247,삼화맑은국간장,국
20248,진간장 금S,간장
20249,몽고간장 순,몽고
20250,신송진간장프리미엄,송진
20251,매일맛있는진간장,진
20252,옹가네진S간장,간장
20253,몽고간장 진,몽고
20254,몽고진간장 진품,몽고
20255,삼화맛간장,간장
20256,삼화불고기간장,화
20257,옹가네진품간장,간장
20258,삼화순간장,화순
20259,몽고간장 진,몽고
20260,진간장,간장
20261,국간장,간장
20262,오복간장(진간장),오복
20263,몽고간장 국,몽고
20264,국간장 덕용,간장
20265,서브큐 참진간장,서브
20266,오복간장(청표),오복
20267,몽고간장 송표,몽고
20268,참진한 진간장S,진한
20269,국간장,간장
20270,매일맛있고순한진간장,고순
20271,성심진간장,성심
20272,신송국간장,송
20273,혼합간장,간장
20274,오복 향이 좋은 덕용 진간장,오복
20275,몽고간장 1급,몽고
20276,삼화알뜰간장,간장
20277,국간장,간장
20278,조림간장,조림
20279,오복간장(금표),오복
20280,몽고간장 진플러스,몽고
20281,무침간장,간장
20282,오뚜기국간장,오뚜기
20283,범일불간장,범일
20284,참진한 진간장,진한
20285,참진한 국간장,진한
20286,콩간장,간장
20287,콩간장 골드,간장
20288,옹가네요리진간장,요리
20289,몽고간장 국,몽고
20290,정성가득 진간장,간장
20291,하나로매일진간장,하나로
20292,양지뜰국간장,양지
20293,삼화진간장플러스,화지
20294,골드 콩간장,골드
20295,옹가네불간장,간장
20296,범일진간장,일진
20297,오복맛이좋은덕용진간장,오복
20298,몽고간장 진골드,몽고
20299,해표옹가네진간장,간장
20300,옹가네조림간장,조림
20301,델가 진간장,간장
20302,범일간장,범일
20303,동해진간장,해진
20304,옹가네맑은국간장,국
20305,오복향이좋은덕용국간장,오복
20306,소박한진간장,진
20307,진간장골드,간장
20308,베이시스 진간장,베이시스
20309,옹가네다시마간장,다시마
20310,베스트코 참진간장,베스트
20311,정성가득 국간장,간장
20312,해표진간장,진
20313,몽고간장 1급,몽고
20314,진미간장골드,미
20315,오복 순 진간장,오복
20316,오복진맛간장,오복
20317,한정성 진간장,간장
20318,신선도원 진간장,간장
20319,국간장,간장
20320,하나로매일다시마간장,하나로
20321,맛간장,간장
20322,립톤 아이스티믹스 복숭아맛(Lipton Ice Tea Mix Peach),립톤
20323,"호두,아몬드,율무차",호두
20324,네스티 복숭아맛 아이스티,복숭아
20325,"호두,아몬드,율무차(컵)",호두
20326,립톤 아이스티믹스 레몬맛(Lipton Ice Tea Mix Lemon),립톤
20327,콘후레이크천마차,콘
20328,티오아이스티복숭아맛,아이
20329,"잣,호두,율무차",호두
20330,생강차플러스,생강차
20331,쌍화차플러스,플러스
20332,궁중한차,차
20333,아몬드잣호두율무차,아몬드
20334,콘푸레이크포테이토마차,nan
20335,대추차플러스,대추차
20336,단호박.마차,호박
20337,복숭아홍차(자동판매기용),복숭아
20338,복숭아 홍차,복숭아
20339,호두 아몬드 율무차,호두
20340,호두.아몬드.마.밤.율무차,호두
20341,고려원인삼차,고려원
20342,타코복숭아맛아이스티,타코
20343,복숭아홍차,복숭아
20344,모카복숭아맛홍차,모카
20345,Homeplus 호두 아몬드 잣 율무차,호두
20346,굿모닝 실큐 천마차,굿모닝
20347,콘플레이크 온가족 천마차,콘플레이크
20348,호두아몬드율무차,호두
20349,호두아몬드율무차(TEA),호두
20350,립톤아이스티믹스 망고맛(Lipton Ice Tea Mix Mano),립톤
20351,호두아몬드율무차,호두
20352,생강차(자동판매기용),생강차
20353,티오 아이스티 레몬맛,스티
20354,레몬 홍차,레몬
20355,생강한차,생강
20356,시리얼 귀리 호박차,시리얼
20357,고향율무차,고향
20358,콘플레이크아몬드천마차,콘플레이크
20359,"아몬드,호두,율무차",아몬드
20360,한차,nan
20361,매일매일 으라차차 귀리 아몬드  율무차,차차
20362,"후디스 호두,아몬드, 해바라기, 잣 율무차",디스
20363,티오 아이스티 블루베리맛,스티
20364,어니스트피노 복숭아맛 아이스티,어니스트
20365,"호두,아몬드,율무차",호두
20366,제나차,제나
20367,리가로 호두율무차,리가
20368,인삼차,nan
20369,시리얼 홍삼 천마차,시리얼
20370,쌍화차,nan
20371,쌀눈이 들어 있는 호두아몬드율무차,호두
20372,시리얼귀리안동참마차,시리얼
20373,고소한 맛이 살아있는 율무차,율무
20374,콘플레이크 천마밀,콘플레이크
20375,콘프레이크천마차,nan
20376,고향천마차,고향
20377,아몬드호두율무차,아몬드
20378,립톤 티앤허니 아이스티 복숭아맛,립톤
20379,후디스 건양밀,디스
20380,복숭아 허니 블랙티,복숭아
20381,힐링타임 아이스티 복숭아맛,힐링
20382,오미자차,오미
20383,호두아몬드마차,호두
20384,자몽 허니 블랙티,허니
20385,매일매일 으라차차 귀리 안동참마차,차차
20386,유자차(자동판매기용),유자차
20387,유기가루녹차,유기
20388,까로망 녹차라떼 파우더,까
20389,레몬홍차,레몬
20390,생강차골드,생강차
20391,고향 쑥차,nan
20392,시리얼 귀리 오곡들깨차,시리얼
20393,천마차,마차
20394,쌍화차골드,골드
20395,원두밀차,nan
20396,우리 쌀 시리얼 믹스 천마차,시리얼
20397,복숭아홍차,복숭아
20398,매실차,nan
20399,아몬드호두율무차,아몬드
20400,시리얼 단호박 천마차,시리얼
20401,대추한차,차
20402,호두 아몬드 율무차,호두
20403,도라지 생강차,도라지
20404,보양밀,보양
20405,복숭아홍차,복숭아
20406,생강차,생강차
20407,검정콩곡물차(자동판매기용),검정
20408,매실차(자동판매기용),nan
20409,석류차,nan
20410,생강차,생강차
20411,시원한 천마차,마차
20412,호두아몬드곡물라떼,호두
20413,고소쌈장,고소
20414,청정원 만능비빔장,청정
20415,청정원 햇살담은 맑은 청간장 국찌개용,청정
20416,청정원 만능볶음장,청정
20417,Topokki Hot Sauce(떡볶이고추장),떡볶이
20418,홍쌍리 청매실고추장,홍
20419,Bibimbab Hot Sauce(비빔밥고추장),비빔밥
20420,옛맛뚝배기조림간장,뚝배기
20421,띄운밀,밀
20422,옛맛뚝배기 들푸래간장,뚝배기
20423,재래식진간장,진
20424,삼화맛짜장,장
20425,진미춘장,미
20426,진미춘장,미
20427,신송춘장,송
20428,맛춘장,춘장
20429,청정원맛있는중화춘장,청정
20430,맛있는 진미 춘장,미
20431,춘장,춘장
20432,중찬명가 양파애 홀춘장,명가
20433,진미 하오츠 춘장,미
20434,맛드림우리밀춘장,드림
20435,돼지표춘장,돼지
20436,중화요리 춘장,중화요리
20437,정성가득춘장,춘장
20438,진미 우리쌀 춘장,미
20439,진미춘장 불맛,미
20440,체다슬라이스치즈,다스
20441,칼로리바란스,nan
20442,이플 찢어먹는 치즈,이프
20443,스페셜K 고구마 & 바나나,스페셜
20444,서울체다 슬라이스 치즈 1800 멀티,서울
20445,아이사린쉐이크 초콜릿향(IsaLean Shake Chocolate flavor),초콜릿
20446,모짜렐라치즈AR,레
20447,칼로리바란스과일,nan
20448,서울 체다 슬라이스치즈 1800 멀티Ⅱ,서울
20449,애터미 슬림바디 쉐이크 그레인,미
20450,상하치즈 체다 슬라이스,치즈
20451,아이사린쉐이크 바닐라향(IsaLean Shake Vanilla flavor),바닐라
20452,상하치즈 더블업 체다 슬라이스,치즈
20453,아이사린쉐이크 딸기향(IsaLean Shake Strawberry flavor),딸기
20454,체다치즈 클래식,다
20455,린 컴플리트,린
20456,자연방목치즈 체다슬라이스,치즈
20457,스페셜K 뉴트리핏 살구&크랜베리,스페셜
20458,남양 로젠하임 피자치즈 NU90C,남양
20459,쉐이크 녹차맛,녹차
20460,모짜렐라치즈 E,레
20461,다밀 오곡맛,오곡
20462,이스트밸리 슈레드치즈,이스트
20463,쉐이크 바닐라맛,바닐라
20464,소와나무 이태리안피자치즈,나무
20465,52뉴트리션 다이어트베이스 초코맛,뉴트리션
20466,상하치즈 뼈로가는 칼슘치즈,치즈
20467,바이오화이버,바이오
20468,소와나무 슬라이스치즈,나무
20469,애터미 슬림바디 쉐이크 그린티,미
20470,인포켓치즈 오리지널,포켓
20471,다밀 고구마맛,고구마
20472,고칼슘치즈,칼슘
20473,밸런스 쉐이크 홀그레인,밸런스
20474,슈레드모짜렐라,nan
20475,라이트앤이지밀,라이트
20476,리치 골드 모짜렐라 슈레드,리치
20477,투에니포 뉴트리 다이어트 쉐이크 초코맛,투에
20478,베이커리치즈Ⅱ,베이커리
20479,닥터스에스 플러스,플러스
20480,펠렛치즈,nan
20481,트루플레니쉬™ 바닐라향(TRUPLENISH™ VANILLA FLAVOR),바닐라
20482,킹치즈 (H),킹
20483,애터미 밸런스라이프,미
20484,멀티팩 슈레드모짜렐라,멀티
20485,다밀 허니바닐라맛,허니
20486,짜지않은 치즈,치즈
20487,HOPE 발효효소 밸런스밀 블랙,발효
20488,리얼 체다 슬라이스,리얼
20489,HOPE 발효효소 밸런스밀 화이트,발효
20490,모짜렐라치즈 EF,레
20491,쉐이크 초콜릿맛,초콜릿
20492,상하치즈 유기농 아기치즈,치즈
20493,트루플레니쉬™ 초콜렛향(TRUPLENISH™ CHOCOLATE FLAVOR),nan
20494,펠렛치즈O,nan
20495,뉴트리 디-데이 다이어트 리얼초코 쉐이크,트리
20496,덴마크모짜렐라치즈,덴마크
20497,맛있는 다이어트칩 소이,다이어트
20498,남양 드빈치 피자치즈,남양
20499,더슬림 다이어트도시락 곤약닭가슴살밥과 두부스테이크,다이어트
20500,드빈치 유기농 시작부터 아기치즈 1단계,드
20501,더슬림 다이어트도시락 퀴노아곤약밥과 닭가슴살스테이크,다이어트
20502,킹치즈 모짜렐라 100,킹
20503,알쓰리 밸런스 바디 쉐이크,밸런스
20504,모짜렐라치즈,레
20505,그린스무디다이어트,그린
20506,진심을 담은 부드러운 슈레드 모짜렐라치즈,레
20507,더슬림 다이어트도시락 곤약고구마밥과 바싹불고기,다이어트
20508,펠렛치즈N,nan
20509,베네비타 쉐이크-잇!(Benevita shake-it !),nan
20510,서울 무색소 체다 슬라이스치즈 1800 멀티,서울
20511,라이트업 오리지날,라이트
20512,난타피자치즈,난타
20513,골든 귀리 슬림 다이어트,귀리
20514,상하치즈 유기농 어린이치즈,치즈
20515,더슬림 다이어트도시락 탄두리닭가슴살밥과 참치오믈렛,다이어트
20516,오대오(모짜),대오
20517,슬림플러스,플러스
20518,킹치즈 모짜렐라100(F),킹
20519,HOPE 발효효소 밸런스밀 브라운,발효
20520,드빈치 유기농 튼튼탄탄 아기치즈 2단계,드
20521,데일리단백질쉐이크 카페라떼,nan
20522,프레시 순 모짜렐라 치즈,레
20523,뉴트리 디-데이 다이어트 호두아몬드쉐이크,트리
20524,서울우유 테이스티 치즈,서울
20525,더슬림 다이어트도시락 새우볶음밥과 토마토비프,다이어트
20526,소와나무 잘숙성된 슬라이스치즈,나무
20527,투에니포 뉴트리 다이어트 쉐이크 쿠키앤크림맛,투에
20528,네츄럴(X100),nan
20529,리뉴슬림 블루,리
20530,이태리안 피자치즈 N60,이태
20531,데일리단백질쉐이크 초코,초코
20532,짜지않은 치즈 고칼슘&비타민,치즈
20533,더슬림 다이어트도시락  다섯가지나물밥과 낙지볶음,다이어트
20534,구워먹는 치즈,치즈
20535,더슬림 다이어트도시락 연근우엉밥과 치즈함박스테이크,다이어트
20536,상하치즈 유기농 첫치즈,치즈
20537,마이바디다이어트 프로틴쉐이크(쿠키앤크림맛),이바디
20538,사조오양 모짜렐라(K),사조오양
20539,굿발란스 시리얼바,시리얼
20540,킹치즈 U 모짜렐라 100,킹
20541,뉴트리 디-데이 다이어트 쿠키앤크림 쉐이크,트리
20542,앙팡 유기농 아기치즈 스텝1 180,유기농
20543,뉴트리 디-데이 다이어트 카페라떼쉐이크,트리
20544,슈레드 모짜렐라 치즈,레
20545,투에니포 뉴트리 다이어트 쉐이크 곡물맛,투에
20546,A-100,nan
20547,액티브디에스 프로,nan
20548,서울체다슬라이스치즈 900,서울
20549,뉴트리 디-데이 다이어트 쿠키앤크림 쉐이크,트리
20550,오′쉐프 모짜렐라치즈,쉐프
20551,듀썸헬씨 썸바디 엘에스(DOUXSUM HEALTHY SUMBODY LS),nan
20552,베이커리 슬라이스치즈,베이커리
20553,뉴트리 디-데이 다이어트 스트로베리요거트쉐이크,트리
20554,리코타 치즈,코타
20555,플래티넘귀리우유다이어트쉐이크,nan
20556,건국치즈,건국
20557,예감한끼,예감
20558,피자치즈,피자
20559,52뉴트리션 다이어트 베이스 커피맛,뉴트리션
20560,맛있는 슬라이스 치즈,이스
20561,라인 365,라인
20562,뼈에 쏙쏙 칼슘치즈,칼슘
20563,마이바디다이어트 프로틴쉐이크(밀크카카오맛),이바디
20564,데일리자연치즈,데일리
20565,마이바디다이어트 프로틴쉐이크(녹차라떼맛),이바디
20566,롤치즈,치즈
