,DESC_KOR,NN
20567,뉴트리 디-데이 다이어트 멜론스윗 쉐이크,트리
20568,앙팡 유기농 아기치즈 스텝2 180,유기농
20569,글램쉐이크자색고구마라떼맛,nan
20570,뽀로로가 좋아하는 칼슘왕 치즈,칼슘
20571,뉴트리 디-데이 다이어트 녹차라떼 쉐이크,트리
20572,드빈치 웰메이드 체다,드
20573,뉴트리 디-데이 다이어트 체리앤베리베리쉐이크,트리
20574,건국치즈1,건국
20575,마이바디다이어트프로틴쉐이크(딸기앤쿠키맛),nan
20576,유가네자연치즈 체다믹스,유가
20577,맛있는 다이어트 쿠키 카카오,다이어트
20578,모짜렐라 슈레드 치즈,레
20579,슬림톡 다이어트 오트,다이어트
20580,진심을 담은 체다치즈,다
20581,슬림톡 다이어트 깔라만시,다이어트
20582,어린이치즈 앙팡 180,어린이
20583,지중해 다이어트에 빠지다,지중해
20584,하모니 100(reen),하모니
20585,맛있는 다이어트 쿠키,다이어트
20586,블렌드 쉬레드 치즈,치즈
20587,바쁜언니 쉐이크잇(SHAKE EAT),nan
20588,드빈치 유기농 쑥쑥클때 어린이 치즈 3단계,드
20589,헬스빌에너자임 다이어트 쉐이크믹스,빌
20590,지방을 줄인 고칼슘 치즈,칼슘
20591,마이바디다이어트 프로틴쉐이크 고구마맛,이바디
20592,하모니55(F),하모니
20593,데일리단백질쉐이크 바나나,바나나
20594,치즈큐빅 플레인,치즈
20595,먹고 빼고,nan
20596,체다슬라이스,다스
20597,마이바디다이어트 프로틴쉐이크(바나나앤쿠키맛),이바디
20598,상하치즈 미니 칼슘체다,치즈
20599,인스24 영양쉐이크 포뮬라1(곡물맛),nan
20600,하모니721,하모니
20601,뉴본라이프 슬리밍 밀,라이프
20602,NEW THE PIZZA,nan
20603,맛있는단백질 다이어트쉐이크 허니오트밀,단백질
20604,애터미 임실 스트링치즈,미
20605,투에니포 뉴트리 다이어트 쉐이크 딸기맛,투에
20606,쫄깃한 슈레드 모짜렐라 치즈,레
20607,라이트 바 스윗 크리스피 넛츠,라이트
20608,KIN 자연치즈,치즈
20609,린퓨어카카오,린
20610,펠렛치즈P,nan
20611,린퓨어슈퍼베리,린
20612,구워먹는 치즈(퀘소블랑코),nan
20613,효소담다이어트효소식,효소
20614,냉동 펠렛치즈O,nan
20615,아임쉐이크곡물,nan
20616,냉동펠렛치즈 이코노 Ⅰ,노
20617,마이바디다이어트 프로틴쉐이크(카페라떼맛),이바디
20618,상하치즈 미니 크림치즈,치즈
20619,린 & 후르츠 & 화이버 쉐이크 곡물,린
20620,서울우유 테이스티 치즈 270,서울
20621,데일리단백질쉐이크 녹차라떼,녹차
20622,임실스트링치즈,nan
20623,데일리단백질쉐이크 딸기,딸기
20624,Homeplus 슬라이스치즈,이스
20625,에스 다이닝 그레인,이닝
20626,파티쉐 슬라이스치즈,이스
20627,에스 다이닝 그린티,이닝
20628,목우촌 리얼스트링치즈,우
20629,에스 다이닝 쿠키앤크림,이닝
20630,웰메이드 고칼슘 체다,칼슘
20631,마이바디다이어트 프로틴쉐이크 16곡 호두맛,이바디
20632,하모니91,하모니
20633,진짜 맛있는 다이어트 쉐이크 클래식 초코,다이어트
20634,고다슬라이스치즈,다스
20635,마이바디다이어트 프로틴쉐이크(단호박맛),이바디
20636,오뚜기 슈레드 치즈 모짜렐라,오뚜기
20637,뉴트리 디-데이 다이어트 바닐라 쉐이크,트리
20638,이플 늘려먹는 치즈,이프
20639,뉴트리 디-데이 다이어트 민트초코칩쉐이크,트리
20640,남양 치즈 사이에 두근두근 크림치즈,남양
20641,로사퍼시픽 커피쉐이크믹스,로사
20642,어린이치즈 앙팡 270,어린이
20643,로사퍼시픽 초코쉐이크믹스,로사
20644,제이스 슈레드치즈,제이스
20645,밀싹다이어트,다이어트
20646,앙팡치즈 까요까요 딸기,딸기
20647,에프랩 탄탄 베리(VERY)스무디,에프
20648,서강툼바피자치즈,서강
20649,에프랩 촉촉 베리(VERY)스무디,에프
20650,명품골드 스트링치즈,골드
20651,에프랩 탱탱 베리(VERY)스무디,에프
20652,상하치즈 후레쉬모짜렐라,치즈
20653,맛있는단백질 다이어트쉐이크 쿠키앤크림,단백질
20654,서브큐내츄럴631피자치즈,서브
20655,하초 슬림 다이어트 쉐이크,다이어트
20656,모짜렐라치즈 W,레
20657,에스티 7,스티
20658,라면 쏘옥 치즈,라면
20659,리핏 더블딥초코,더블딥
20660,임실 모짜렐라 슬라이스 치즈,임실
20661,인스24 영양쉐이크 포뮬라1(코코아맛),nan
20662,쉐프원 부드럽게 녹는 코트니 치즈,쉐프
20663,리핏 레드빈스윗,nan
20664,남양 치즈 사이에 두근두근 카야치즈,남양
20665,리핏 오트밀허니,오트밀
20666,베이커리치즈 80매,베이커리
20667,실큐에버슬림쉐이크,nan
20668,하얀 체다가 송송,송
20669,진짜 맛있는 다이어트쉐이크 호두아몬드,호두
20670,인포켓치즈 라이트,포켓
20671,진짜 맛있는 다이어트쉐이크 딸기요거트,딸기
20672,상하치즈 미니 스모크 모짜렐라,치즈
20673,진짜 맛있는 다이어트쉐이크 카페라떼,nan
20674,범산목장 유기농 자연치즈 체다,목장
20675,아임쉐이크녹차라떼,nan
20676,앙팡 유기농 어린이치즈 스텝3 180,유기농
20677,아임쉐이크스트로베리요거트,nan
20678,매일 고소한 롤치즈,치즈
20679,세븐베리슬림다이어트,세븐
20680,냉동펠렛치즈,nan
20681,"비읍 비 밸런스, 균형 잡힌 한 끼 고구마",밸런스
20682,쉬레드믹스지()-1,nan
20683,"비읍 비 밸런스, 균형 잡힌 한 끼 녹차",밸런스
20684,킹치즈 AD 모짜렐라 100,킹
20685,유산균슬림다이어트,유산
20686,보보스 스트링치즈,보보스
20687,린앤핏-쉐이크,nan
20688,앙팡치즈 까요까요 플레인,플레인
20689,헬스빌에너자임 다이어트쉐이크믹스(카페라떼맛),빌
20690,고다 치즈,치즈
20691,오트라떼 다이어트 쉐이크,다이어트
20692,퍼블릭치즈,치즈
20693,그리밀단백질쉐이크초코맛,nan
20694,덴마크 피자치즈,덴마크
20695,닥터리브 쉐이크 단호박고구마맛,호박
20696,상하치즈 까망베르 슬라이스,치즈
20697,뉴핏뉴트리다이어트쉐이크 초코라떼맛,초코
20698,남양 드빈치 피자치즈 mini,남양
20699,취나물밥&브로콜리닭가슴살큐브,취나물
20700,레드체다치즈100,레드
20701,다섯가지나물밥&청양고추닭가슴살소시지,나물
20702,킹치즈 U 모짜렐라 100(F),킹
20703,닭가슴살필라프&불고기오믈렛,가슴
20704,킹치즈 (P82),킹
20705,탄두리닭가슴살현미밥&두부스테이크,두리
20706,스윗 크림치즈,nan
20707,뉴핏뉴트리다이어트쉐이크 바나나라떼맛,바나
20708,엔젤스노우 모짜렐라(F),엔젤
20709,뉴핏뉴트리다이어트쉐이크 곡물라떼맛,물라
20710,남양 로젠하임 피자치즈 NU100,남양
20711,맛있는단백질 다이어트쉐이크 쇼콜라초코,단백질
20712,킹치즈 UH 모짜렐라 100,킹
20713,뉴핏뉴트리다이어트쉐이크 쿠키앤크림,쿠키
20714,네츄럴(R00),nan
20715,아임쉐이크바나나,nan
20716,고메 스트링치즈,nan
20717,프로테라쉐이크,nan
20718,상하치즈 모짜렐라 슬라이스,치즈
20719,뉴핏뉴트리다이어트쉐이크 고구마라떼맛,고구
20720,임실생치즈,임실
20721,헬스빌 에너자임 다이어트 쉐이크믹스 쿠키앤크림요거트맛,빌
20722,뿌려먹고 녹여먹는 피자치즈,피자
20723,하루채움 영양쉐이크,nan
20724,덴마크 눈꽃치즈,덴마크
20725,이지웨이 다이어트 쉐이크 초코맛,이지
20726,베스트코 모짜렐라치즈,베스트
20727,튼튼닷컴 다이어트쉐이크 녹차맛,녹차
20728,코리원모짜렐라치즈,코리
20729,튼튼닷컴 다이어트쉐이크 초코맛,초코
20730,킹치즈 레드체다100,킹
20731,헛겔,nan
20732,삼아 모짜렐라 100,레
20733,비키니쉐이크 쿠키크림,쿠키
20734,상하치즈 스트링치즈 플레인,치즈
20735,하루끼니 하루귀리,하루
20736,엔젤스노우 모짜렐라,엔젤
20737,서울우유 목장나들이 구워구워 치즈,서울
20738,CHOICE L MOZZARELLA PIZZA CHEESE 담백하고 고소한 모짜렐라 피자치즈,레
20739,하모니(P3),하모니
20740,남양 맛있는 우유 T,남양
20741,매일우유오리지널,우유
20742,서울우유 나 100％,서울
20743,내추럴플랜 클래식,내추럴
20744,대니쉬 the 건강한 우유,대니
20745,서울우유1.8,서울
20746,서울우유,서울
20747,빙그레 굿모닝 우유,빙그레
20748,부산우유 1A,부산
20749,밀크마스터,밀크
20750,연세대학교 전용목장 우유,연세대학교
20751,서울우유200,서울
20752,파스퇴르우유 후레쉬,파스퇴르
20753,서울우유 스타벅스 밀크,서울
20754,서울우유 1.8,서울
20755,고칼슘 우유,칼슘
20756,서울우유2.3,서울
20757,건국우유,건국
20758,365 1등급 우유,등급
20759,서울우유 바리스타즈 밀크,서울
20760,서울우유1000,서울
20761,1등급 우유  (롯데 only price 전용),등급
20762,목장의 신선함이 살아있는 우유,목장
20763,덴마크 얼리브밀크 비타민 우유,덴마크
20764,아침의 선물,선물
20765,유기농 우유(ORANIC MILK),유기농
20766,simplus 1A 우유,우유
20767,매일우유 바리스타,우유
20768,뼈가튼튼우유 고칼슘저지방,칼슘
20769,축협우유,축협
20770,춘천우유,춘천
20771,소와나무365일순수한목장우유,나무
20772,굿밀크,밀크
20773,후레쉬밀크,밀크
20774,부산우유 골드,부산
20775,뼈에쏙쏙고칼슘우유,칼슘
20776,상하목장 슬로우 밀크(SLOW MILK),목장
20777,매일우유 저지방 2%,우유
20778,더 클래식 우유,더 클래식
20779,Milk Talk연세목장우유,연세
20780,소화가 잘되는 우유 오리지널,소화
20781,슈퍼밀크,슈퍼
20782,새벽목장,새벽
20783,1974 우유,우유
20784,참맛우유,우유
20785,빙그레 굿모닝 저지방 우유,빙그레
20786,연세대학교 세브란스 고칼슘 우유,연세대학교
20787,맛있는 우유 T 깔끔한 저지방,우유
20788,아침&후레쉬우유,우유
20789,매일우유 저지방 1%,우유
20790,부산우유 클래식,부산
20791,맛있는우유 GT 고소한 저지방,우유
20792,서울우유 500,서울
20793,내몸을 사랑하는 습관 위너 365,습관
20794,남양 아침목장 우유,남양
20795,신선하고 맛좋은 우유,우유
20796,연세 카페와이밀크,연세
20797,365일 건강한 우유,우유
20798,파스퇴르 무항생제 인증목장 우유,파스퇴르
20799,파스퇴르우유 저지방,파스퇴르
20800,덴마크 얼리브밀크 저지방&칼슘,덴마크
20801,부산우유 더담다100,부산
20802,i우유,우유
20803,진심안심우유,진심
20804,남양 맛있는 우유 T  <멸균제품 >,남양
20805,서울우유 저지방 나 100％,서울
20806,오 우유,오
20807,파스퇴르 살균시유,파스퇴르
20808,뚜레쥬르가 만든 신선한 우유,뚜레쥬르
20809,덴마크 얼리브밀크 프리미엄 우유,덴마크
20810,신선함이 가득한 우리우유,우리
20811,파스퇴르 강원청정목장 프리미엄 골드,파스퇴르
20812,아침의 선물 깔끔한 저지방,선물
20813,내츄럴밀크 후레쉬,밀크
20814,대니쉬 the 건강한 저지방우유,대니
20815,진심을 담은 우유,우유
20816,덴마크 내추럴 밀크,덴마크
20817,내뼈를 사랑하는 부산우유 고칼슘,부산
20818,푸른초원 자연우유,푸른
20819,소화가 잘되는 우유 저지방,소화
20820,프리미엄 저지방우유,프리미엄
20821,범산목장 유기농 우유,목장
20822,남양 아인슈타인,남양
20823,농협우유,농협
20824,상하목장 슬로우 밀크(SLOW MILK) 저지방,목장
20825,내츄럴 밀크 골드클래스,밀크
20826,우유2U 오리지널,우유
20827,파스퇴르우유,파스퇴르
20828,모닝후레쉬,모닝
20829,칼슘이 풍부한 고칼슘우유,칼슘
20830,건국 닥터유,건국
20831,HEYROO(헤이루) 우유,헤이
20832,유기농 저지방 우유,유기농
20833,비타민이 살아있는 우유,비타민
20834,목우촌우유,우
20835,대구우유,대구
20836,우유2U 클래식,우유
20837,1A 신선한 우유,우유
20838,요거프레소 우유,우유
20839,후디스 순우유,디스
20840,건국 비타민우유,건국
20841,옳은 유기농 우유,유기농
20842,맛있는 우유 T 편안하게 소화되는 고소한 락토프리,우유
20843,탑후레쉬우유,우유
20844,비락우유,비락
20845,진심을 담은 우유,우유
20846,365일 순수한 목장우유 저지방,목장
20847,설빙레시피에 꼭맞는 설빙우유,설빙
20848,파스퇴르 유기농 우유,파스퇴르
20849,데일리 밀크,데일리
20850,오프라이스 1등급 신선한우유,프라이스
20851,서울우유 1000,서울
20852,남양 아인슈타인 베이비,남양
20853,후디스 청정목장 우유,디스
20854,끌레베르 데어리젠 우유,레
20855,신선함이 살아있는 우유,우유
20856,내친구 짱짱,친구
20857,내추럴플랜 프리미엄,내추럴
20858,진심을 담은 고칼슘 저지방 우유,칼슘
20859,굿밀크 맛있는 저지방,밀크
20860,참맛있는 산록우유,우유
20861,가까운 목장의 신선한 원유로 만든 정일품,목장
20862,925우유,우유
20863,삼양우유,삼양
20864,매일우유 무지방,우유
20865,내추럴플랜 후레쉬,내추럴
20866,서울우유 홈밀크,서울
20867,속편한 우유 저지방,속편
20868,i우유저지방,우유
20869,탑깨비우유,우유
20870,연세우유,연세
20871,알뜰한 우유,우유
20872,숲속에 목장우유,목장
20873,HEYROO(헤이루) 저지방 우유,헤이
20874,카페밀크,카페
20875,앙팡 베이비(수출용 멸균),베이비
20876,파스퇴르 바른목장 우유,파스퇴르
20877,저지방 925 우유,지방
20878,강성원우유,강성원
20879,파스퇴르우유 무지방,파스퇴르
20880,삼양목장유기농우유,삼양
20881,1974 우유 저지방,우유
20882,연세대학교 유기농 목장우유,연세대학교
20883,삼양우리가족우유,삼양
20884,숲골 우유 짜는 마을 후레쉬,우유
20885,하루우유 클래식 200,하루
20886,유기농우유,유기농
20887,후디스 유기농 청정목장 우유,디스
20888,Home plus 더후레쉬한저온살균 우유,한
20889,덴마크 저지방 우유,덴마크
20890,디에이이15,디
20891,농축유 36,유
20892,더 신선한 우유,우유
20893,아인슈타인(멸균),아인슈타인
20894,행복한 젖소의 유기농 우유,젖소
20895,설목장 유기농우유,목장
20896,건국우유(멸균제품),건국
20897,오프라이스 1A 네츄럴우유,프라이스
20898,덴마크 목장 무항생제 인증 우유,덴마크
20899,쉐프초이스 신선한 우유,쉐프
20900,신선도원 우유,우유
20901,순우유,우유
20902,앙팡(수출용),nan
20903,뼈가튼튼우유 고칼슘3.5배,칼슘
20904,유기농 우유,유기농
20905,후디스 순우유 저지방,디스
20906,신선하고 깨끗한 참 맛있는 우유,우유
20907,푸르밀 우유,푸르밀
20908,건국우유 저지방,건국
20909,아산맑은우유,아산
